"","GEOID","County.x","State","Sex","Year","Age","Region.x","Births","Population","ASFR"
"1096","55101","Racine County","Wisconsin","Female",2018,"35 to 39 years","External WI",276,6132,45.01
"1097","55101","Racine County","Wisconsin","Female",2011,"40 to 44 years","External WI",57,6545,8.71
"1098","55101","Racine County","Wisconsin","Female",2012,"40 to 44 years","External WI",37,6407,5.77
"1099","55101","Racine County","Wisconsin","Female",2013,"40 to 44 years","External WI",52,6196,8.39
"1100","55101","Racine County","Wisconsin","Female",2014,"40 to 44 years","External WI",57,5911,9.64
"1101","55101","Racine County","Wisconsin","Female",2015,"40 to 44 years","External WI",49,5739,8.54
"1102","55101","Racine County","Wisconsin","Female",2016,"40 to 44 years","External WI",38,5510,6.9
"1103","55101","Racine County","Wisconsin","Female",2017,"40 to 44 years","External WI",49,5460,8.97
"1104","55101","Racine County","Wisconsin","Female",2018,"40 to 44 years","External WI",46,5487,8.38
"1105","55127","Walworth County","Wisconsin","Female",2011,"15 to 19 years","External WI",57,3318,17.18
"1106","55127","Walworth County","Wisconsin","Female",2012,"15 to 19 years","External WI",66,3278,20.13
"1107","55127","Walworth County","Wisconsin","Female",2013,"15 to 19 years","External WI",50,3211,15.57
"1108","55127","Walworth County","Wisconsin","Female",2014,"15 to 19 years","External WI",58,3223,18
"1109","55127","Walworth County","Wisconsin","Female",2015,"15 to 19 years","External WI",47,3124,15.04
"1110","55127","Walworth County","Wisconsin","Female",2016,"15 to 19 years","External WI",38,3178,11.96
"1111","55127","Walworth County","Wisconsin","Female",2017,"15 to 19 years","External WI",34,3194,10.64
"1112","55127","Walworth County","Wisconsin","Female",2018,"15 to 19 years","External WI",30,3233,9.28
"1113","55127","Walworth County","Wisconsin","Female",2011,"20 to 24 years","External WI",219,3795,57.71
"1114","55127","Walworth County","Wisconsin","Female",2012,"20 to 24 years","External WI",203,3992,50.85
"1115","55127","Walworth County","Wisconsin","Female",2013,"20 to 24 years","External WI",193,4254,45.37
"1116","55127","Walworth County","Wisconsin","Female",2014,"20 to 24 years","External WI",200,4420,45.25
"1117","55127","Walworth County","Wisconsin","Female",2015,"20 to 24 years","External WI",204,4468,45.66
"1118","55127","Walworth County","Wisconsin","Female",2016,"20 to 24 years","External WI",172,4537,37.91
"1119","55127","Walworth County","Wisconsin","Female",2017,"20 to 24 years","External WI",152,4530,33.55
"1120","55127","Walworth County","Wisconsin","Female",2018,"20 to 24 years","External WI",164,4487,36.55
"1121","55127","Walworth County","Wisconsin","Female",2011,"25 to 29 years","External WI",318,2779,114.43
"1122","55127","Walworth County","Wisconsin","Female",2012,"25 to 29 years","External WI",363,2724,133.26
"1123","55127","Walworth County","Wisconsin","Female",2013,"25 to 29 years","External WI",326,2526,129.06
"1124","55127","Walworth County","Wisconsin","Female",2014,"25 to 29 years","External WI",352,2357,149.34
"1125","55127","Walworth County","Wisconsin","Female",2015,"25 to 29 years","External WI",347,2373,146.23
"1126","55127","Walworth County","Wisconsin","Female",2016,"25 to 29 years","External WI",315,2277,138.34
"1127","55127","Walworth County","Wisconsin","Female",2017,"25 to 29 years","External WI",290,2361,122.83
"1128","55127","Walworth County","Wisconsin","Female",2018,"25 to 29 years","External WI",300,2503,119.86
"1129","55127","Walworth County","Wisconsin","Female",2011,"30 to 34 years","External WI",283,2791,101.4
"1130","55127","Walworth County","Wisconsin","Female",2012,"30 to 34 years","External WI",311,2787,111.59
"1131","55127","Walworth County","Wisconsin","Female",2013,"30 to 34 years","External WI",279,2787,100.11
"1132","55127","Walworth County","Wisconsin","Female",2014,"30 to 34 years","External WI",296,2798,105.79
"1133","55127","Walworth County","Wisconsin","Female",2015,"30 to 34 years","External WI",296,2744,107.87
"1134","55127","Walworth County","Wisconsin","Female",2016,"30 to 34 years","External WI",312,2751,113.41
"1135","55127","Walworth County","Wisconsin","Female",2017,"30 to 34 years","External WI",288,2704,106.51
"1136","55127","Walworth County","Wisconsin","Female",2018,"30 to 34 years","External WI",295,2551,115.64
"1137","55127","Walworth County","Wisconsin","Female",2011,"35 to 39 years","External WI",117,2905,40.28
"1138","55127","Walworth County","Wisconsin","Female",2012,"35 to 39 years","External WI",101,2835,35.63
"1139","55127","Walworth County","Wisconsin","Female",2013,"35 to 39 years","External WI",108,2827,38.2
"1140","55127","Walworth County","Wisconsin","Female",2014,"35 to 39 years","External WI",132,2840,46.48
"1141","55127","Walworth County","Wisconsin","Female",2015,"35 to 39 years","External WI",141,2828,49.86
"1142","55127","Walworth County","Wisconsin","Female",2016,"35 to 39 years","External WI",106,2801,37.84
"1143","55127","Walworth County","Wisconsin","Female",2017,"35 to 39 years","External WI",134,2781,48.18
"1144","55127","Walworth County","Wisconsin","Female",2018,"35 to 39 years","External WI",117,2813,41.59
"1145","55127","Walworth County","Wisconsin","Female",2011,"40 to 44 years","External WI",20,3285,6.09
"1146","55127","Walworth County","Wisconsin","Female",2012,"40 to 44 years","External WI",32,3183,10.05
"1147","55127","Walworth County","Wisconsin","Female",2013,"40 to 44 years","External WI",25,3117,8.02
"1148","55127","Walworth County","Wisconsin","Female",2014,"40 to 44 years","External WI",30,3065,9.79
"1149","55127","Walworth County","Wisconsin","Female",2015,"40 to 44 years","External WI",19,2995,6.34
"1150","55127","Walworth County","Wisconsin","Female",2016,"40 to 44 years","External WI",25,2851,8.77
"1151","55127","Walworth County","Wisconsin","Female",2017,"40 to 44 years","External WI",20,2797,7.15
"1152","55127","Walworth County","Wisconsin","Female",2018,"40 to 44 years","External WI",34,2830,12.01
