"","GEOID","County","State","Year","Race","Population","Householder","head.rate"
"1242","18091","LaPorte County","Indiana",2012,"White",95377,38419,0.402811998699896
"1243","18091","LaPorte County","Indiana",2012,"Black",11856,3409,0.287533738191633
"1244","18091","LaPorte County","Indiana",2012,"Asian",575,133,0.231304347826087
"1245","18091","LaPorte County","Indiana",2012,"NH_White",90579,37339,0.412225791850208
"1246","18091","LaPorte County","Indiana",2012,"Hispanic",6053,1346,0.22236907318685
"1247","18091","LaPorte County","Indiana",2012,"Other",3527,608,0.172384462716189
"1248","18091","LaPorte County","Indiana",2012,"NH",105282,41223,0.391548412834103
"1249","18089","Lake County","Indiana",2012,"All",495230,182028,0.367562546695475
"1250","18089","Lake County","Indiana",2012,"White",308780,118725,0.384497052917935
"1251","18089","Lake County","Indiana",2012,"Black",126091,47190,0.374253515318302
"1252","18089","Lake County","Indiana",2012,"Asian",6288,1865,0.296596692111959
"1253","18089","Lake County","Indiana",2012,"NH_White",273611,108912,0.398054171798648
"1254","18089","Lake County","Indiana",2012,"Hispanic",82652,22830,0.27621836132217
"1255","18089","Lake County","Indiana",2012,"Other",54071,14248,0.263505391059903
"1256","18089","Lake County","Indiana",2012,"NH",412578,159198,0.38586158253712
"1257","55101","Racine County","Wisconsin",2012,"All",195024,75775,0.388541923045369
"1258","55101","Racine County","Wisconsin",2012,"White",158827,64564,0.406505191182859
"1259","55101","Racine County","Wisconsin",2012,"Black",20736,7440,0.358796296296296
"1260","55101","Racine County","Wisconsin",2012,"Asian",2413,644,0.26688769167012
"1261","55101","Racine County","Wisconsin",2012,"NH_White",144968,61144,0.42177584018542
"1262","55101","Racine County","Wisconsin",2012,"Hispanic",22474,5607,0.249488297588324
"1263","55101","Racine County","Wisconsin",2012,"Other",13048,3127,0.239653586756591
"1264","55101","Racine County","Wisconsin",2012,"NH",172550,70168,0.406653144016227
"1265","55059","Kenosha County","Wisconsin",2012,"All",166373,62301,0.374465808755026
"1266","55059","Kenosha County","Wisconsin",2012,"White",143577,56004,0.39006247518753
"1267","55059","Kenosha County","Wisconsin",2012,"Black",11440,3738,0.326748251748252
"1268","55059","Kenosha County","Wisconsin",2012,"Asian",2489,653,0.262354359180394
"1269","55059","Kenosha County","Wisconsin",2012,"NH_White",129738,52464,0.404384220505943
"1270","55059","Kenosha County","Wisconsin",2012,"Hispanic",19510,4780,0.245002562788314
"1271","55059","Kenosha County","Wisconsin",2012,"Other",8867,1906,0.214954325025375
"1272","55059","Kenosha County","Wisconsin",2012,"NH",146863,57521,0.391664340235458
"1273","55127","Walworth County","Wisconsin",2012,"All",102310,39407,0.385172514905679
"1274","55127","Walworth County","Wisconsin",2012,"White",95486,37782,0.395681042247031
"1275","55127","Walworth County","Wisconsin",2012,"Black",982,238,0.242362525458248
"1276","55127","Walworth County","Wisconsin",2012,"Asian",737,153,0.207598371777476
"1277","55127","Walworth County","Wisconsin",2012,"NH_White",88533,36122,0.408006054239662
"1278","55127","Walworth County","Wisconsin",2012,"Hispanic",10526,2488,0.23636709101273
"1279","55127","Walworth County","Wisconsin",2012,"Other",5105,1234,0.241723800195886
"1280","55127","Walworth County","Wisconsin",2012,"NH",91784,36919,0.402237862808333
"1281","17037","DeKalb County","Illinois",2013,"All",104820,37844,0.361037969853081
"1282","17037","DeKalb County","Illinois",2013,"White",87960,33282,0.37837653478854
"1283","17037","DeKalb County","Illinois",2013,"Black",6657,1969,0.295778879375094
"1284","17037","DeKalb County","Illinois",2013,"Asian",2536,784,0.309148264984227
"1285","17037","DeKalb County","Illinois",2013,"NH_White",82991,32374,0.390090491740068
"1286","17037","DeKalb County","Illinois",2013,"Hispanic",10855,2378,0.21906955320129
"1287","17037","DeKalb County","Illinois",2013,"Other",7667,1809,0.235946263205948
"1288","17037","DeKalb County","Illinois",2013,"NH",93965,35466,0.377438407917842
"1289","17197","Will County","Illinois",2013,"All",679688,222652,0.327579713044809
"1290","17197","Will County","Illinois",2013,"White",518956,178597,0.344146709933019
"1291","17197","Will County","Illinois",2013,"Black",74398,23808,0.320008602381784
"1292","17197","Will County","Illinois",2013,"Asian",32041,8604,0.268530944727068
"1293","17197","Will County","Illinois",2013,"NH_White",453732,163404,0.360133294543916
"1294","17197","Will County","Illinois",2013,"Hispanic",107830,24835,0.230316238523602
"1295","17197","Will County","Illinois",2013,"Other",54293,11643,0.214447534672978
"1296","17197","Will County","Illinois",2013,"NH",571858,197817,0.345919791276855
"1297","17089","Kane County","Illinois",2013,"All",518380,170358,0.328635364018674
"1298","17089","Kane County","Illinois",2013,"White",380303,136412,0.358692936947644
"1299","17089","Kane County","Illinois",2013,"Black",28200,8922,0.316382978723404
"1300","17089","Kane County","Illinois",2013,"Asian",17948,5035,0.280532649877424
"1301","17089","Kane County","Illinois",2013,"NH_White",305002,118656,0.389033514534331
"1302","17089","Kane County","Illinois",2013,"Hispanic",159688,36631,0.229391062572015
"1303","17089","Kane County","Illinois",2013,"Other",91929,19989,0.217439545736384
"1304","17089","Kane County","Illinois",2013,"NH",358692,133727,0.372818462636468
"1305","17141","Ogle County","Illinois",2013,"All",53092,20745,0.39073683417464
"1306","17141","Ogle County","Illinois",2013,"White",51016,20243,0.396797083267994
"1307","17141","Ogle County","Illinois",2013,"Black",454,170,0.374449339207048
"1308","17141","Ogle County","Illinois",2013,"Asian",296,86,0.290540540540541
"1309","17141","Ogle County","Illinois",2013,"NH_White",46950,19136,0.407582534611289
"1310","17141","Ogle County","Illinois",2013,"Hispanic",4786,1236,0.25825323861262
"1311","17141","Ogle County","Illinois",2013,"Other",1326,246,0.18552036199095
"1312","17141","Ogle County","Illinois",2013,"NH",48306,19509,0.403862874177121
"1313","17063","Grundy County","Illinois",2013,"All",50064,18082,0.361177692553531
"1314","17063","Grundy County","Illinois",2013,"White",47649,17466,0.366555436630359
"1315","17063","Grundy County","Illinois",2013,"Black",654,229,0.350152905198777
"1316","17063","Grundy County","Illinois",2013,"Asian",236,51,0.216101694915254
"1317","17063","Grundy County","Illinois",2013,"NH_White",44314,16805,0.379225526921515
"1318","17063","Grundy County","Illinois",2013,"Hispanic",4230,855,0.202127659574468
"1319","17063","Grundy County","Illinois",2013,"Other",1525,336,0.220327868852459
"1320","17063","Grundy County","Illinois",2013,"NH",45834,17227,0.375856351180346
"1321","17091","Kankakee County","Illinois",2013,"All",112991,41245,0.365029073112018
"1322","17091","Kankakee County","Illinois",2013,"White",89959,34072,0.378750319590035
"1323","17091","Kankakee County","Illinois",2013,"Black",16679,5731,0.343605731758499
"1324","17091","Kankakee County","Illinois",2013,"Asian",1155,323,0.27965367965368
"1325","17091","Kankakee County","Illinois",2013,"NH_White",82675,32412,0.392041124886604
"1326","17091","Kankakee County","Illinois",2013,"Hispanic",10321,2426,0.235054742757485
"1327","17091","Kankakee County","Illinois",2013,"Other",5198,1119,0.215275105809927
"1328","17091","Kankakee County","Illinois",2013,"NH",102670,38819,0.378094867049771
"1329","17043","DuPage County","Illinois",2013,"All",922803,336028,0.364138391400982
"1330","17043","DuPage County","Illinois",2013,"White",740739,280872,0.379178091068514
"1331","17043","DuPage County","Illinois",2013,"Black",42553,15415,0.362254130143586
"1332","17043","DuPage County","Illinois",2013,"Asian",95090,28704,0.301861394468398
"1333","17043","DuPage County","Illinois",2013,"NH_White",643794,256685,0.398706729171132
"1334","17043","DuPage County","Illinois",2013,"Hispanic",124689,31392,0.251762384813416
"1335","17043","DuPage County","Illinois",2013,"Other",44421,11037,0.24846356453029
"1336","17043","DuPage County","Illinois",2013,"NH",798114,304636,0.381694845598498
"1337","17099","LaSalle County","Illinois",2013,"All",113295,44257,0.390635067743501
"1338","17099","LaSalle County","Illinois",2013,"White",106836,42908,0.401624920438803
"1339","17099","LaSalle County","Illinois",2013,"Black",2197,324,0.147473827947201
"1340","17099","LaSalle County","Illinois",2013,"Asian",846,240,0.283687943262411
"1341","17099","LaSalle County","Illinois",2013,"NH_White",99496,41042,0.41249899493447
"1342","17099","LaSalle County","Illinois",2013,"Hispanic",9390,2364,0.251757188498403
"1343","17099","LaSalle County","Illinois",2013,"Other",3416,785,0.22980093676815
"1344","17099","LaSalle County","Illinois",2013,"NH",103905,41893,0.403185602232809
"1345","17031","Cook County","Illinois",2013,"All",5212372,1933335,0.370912705386339
"1346","17031","Cook County","Illinois",2013,"White",2955886,1188331,0.402021931833636
"1347","17031","Cook County","Illinois",2013,"Black",1272312,466343,0.36653195128239
"1348","17031","Cook County","Illinois",2013,"Asian",336055,114922,0.341973784053206
"1349","17031","Cook County","Illinois",2013,"NH_White",2275759,1007634,0.442768324765496
"1350","17031","Cook County","Illinois",2013,"Hispanic",1262156,324639,0.257209885307363
"1351","17031","Cook County","Illinois",2013,"Other",648119,163739,0.252637247172201
"1352","17031","Cook County","Illinois",2013,"NH",3950216,1608696,0.407242540661068
"1353","17111","McHenry County","Illinois",2013,"All",308060,108852,0.353346750632994
"1354","17111","McHenry County","Illinois",2013,"White",279631,101996,0.364752119757824
"1355","17111","McHenry County","Illinois",2013,"Black",3669,1034,0.281820659580267
"1356","17111","McHenry County","Illinois",2013,"Asian",8051,2195,0.27263693951062
"1357","17111","McHenry County","Illinois",2013,"NH_White",256616,96830,0.377334227016242
"1358","17111","McHenry County","Illinois",2013,"Hispanic",35899,7891,0.219811136800468
"1359","17111","McHenry County","Illinois",2013,"Other",16709,3627,0.217068645640074
"1360","17111","McHenry County","Illinois",2013,"NH",272161,100961,0.370960571132528
"1361","17093","Kendall County","Illinois",2013,"All",116366,38075,0.32720038499218
"1362","17093","Kendall County","Illinois",2013,"White",97755,33101,0.338611835711728
"1363","17093","Kendall County","Illinois",2013,"Black",6650,2160,0.324812030075188
"1364","17093","Kendall County","Illinois",2013,"Asian",3829,868,0.226691042047532
"1365","17093","Kendall County","Illinois",2013,"NH_White",85819,30157,0.351402370104522
"1366","17093","Kendall County","Illinois",2013,"Hispanic",18543,4657,0.25114598500782
"1367","17093","Kendall County","Illinois",2013,"Other",8132,1946,0.239301524840138
"1368","17093","Kendall County","Illinois",2013,"NH",97823,33418,0.341617002136512
"1369","17201","Winnebago County","Illinois",2013,"All",293384,113449,0.386691162435579
"1370","17201","Winnebago County","Illinois",2013,"White",233936,94907,0.405696429792764
"1371","17201","Winnebago County","Illinois",2013,"Black",35979,12736,0.353984268601128
"1372","17201","Winnebago County","Illinois",2013,"Asian",6921,1889,0.272937436786592
"1373","17201","Winnebago County","Illinois",2013,"NH_White",211498,89318,0.42231132209288
"1374","17201","Winnebago County","Illinois",2013,"Hispanic",32948,8316,0.252397717615637
"1375","17201","Winnebago County","Illinois",2013,"Other",16548,3917,0.236705342035291
"1376","17201","Winnebago County","Illinois",2013,"NH",260436,105133,0.403680750741065
"1377","17007","Boone County","Illinois",2013,"All",54068,17938,0.331767404009765
"1378","17007","Boone County","Illinois",2013,"White",48666,16615,0.341408786421732
"1379","17007","Boone County","Illinois",2013,"Black",1309,336,0.25668449197861
"1380","17007","Boone County","Illinois",2013,"Asian",835,230,0.275449101796407
"1381","17007","Boone County","Illinois",2013,"NH_White",40640,14794,0.364025590551181
"1382","17007","Boone County","Illinois",2013,"Hispanic",10925,2446,0.223890160183066
"1383","17007","Boone County","Illinois",2013,"Other",3258,757,0.232351135666053
"1384","17007","Boone County","Illinois",2013,"NH",43143,15492,0.359084903692372
"1385","17103","Lee County","Illinois",2013,"All",35535,13504,0.38001969888842
"1386","17103","Lee County","Illinois",2013,"White",32753,13033,0.39791774799255
"1387","17103","Lee County","Illinois",2013,"Black",1673,165,0.0986252241482367
"1388","17103","Lee County","Illinois",2013,"Asian",250,83,0.332
"1389","17103","Lee County","Illinois",2013,"NH_White",31246,12654,0.40497983741919
"1390","17103","Lee County","Illinois",2013,"Hispanic",1861,468,0.251477700161204
"1391","17103","Lee County","Illinois",2013,"Other",859,223,0.259604190919674
"1392","17103","Lee County","Illinois",2013,"NH",33674,13036,0.387123596840292
"1393","17097","Lake County","Illinois",2013,"All",702099,241072,0.343358984986448
"1394","17097","Lake County","Illinois",2013,"White",552805,198757,0.359542695887338
"1395","17097","Lake County","Illinois",2013,"Black",47959,16723,0.34869367584812
"1396","17097","Lake County","Illinois",2013,"Asian",44741,13208,0.295210209874612
"1397","17097","Lake County","Illinois",2013,"NH_White",454790,175793,0.386536643285912
"1398","17097","Lake County","Illinois",2013,"Hispanic",141538,33209,0.234629569444248
"1399","17097","Lake County","Illinois",2013,"Other",56594,12384,0.218821783227904
"1400","17097","Lake County","Illinois",2013,"NH",560561,207863,0.37081245395238
"1401","18127","Porter County","Indiana",2013,"All",165168,61502,0.372360263489296
"1402","18127","Porter County","Indiana",2013,"White",152665,57884,0.379156977696263
"1403","18127","Porter County","Indiana",2013,"Black",5500,1754,0.318909090909091
"1404","18127","Porter County","Indiana",2013,"Asian",2279,689,0.302325581395349
"1405","18127","Porter County","Indiana",2013,"NH_White",141172,54969,0.389376080242541
"1406","18127","Porter County","Indiana",2013,"Hispanic",14462,3652,0.252523855621629
"1407","18127","Porter County","Indiana",2013,"Other",4724,1175,0.248729889923793
"1408","18127","Porter County","Indiana",2013,"NH",150706,57850,0.383859965761151
"1409","18091","LaPorte County","Indiana",2013,"All",111310,42690,0.383523492947624
"1410","18091","LaPorte County","Indiana",2013,"White",94796,38271,0.403719566226423
"1411","18091","LaPorte County","Indiana",2013,"Black",11891,3447,0.289883104869229
"1412","18091","LaPorte County","Indiana",2013,"Asian",615,157,0.255284552845528
"1413","18091","LaPorte County","Indiana",2013,"NH_White",90237,37237,0.41265777895985
"1414","18091","LaPorte County","Indiana",2013,"Hispanic",6248,1444,0.231113956466069
"1415","18091","LaPorte County","Indiana",2013,"Other",4008,815,0.203343313373253
"1416","18091","LaPorte County","Indiana",2013,"NH",105062,41246,0.392587234204565
"1417","18089","Lake County","Indiana",2013,"All",494250,182080,0.368396560445119
"1418","18089","Lake County","Indiana",2013,"White",307902,118350,0.384375548063994
"1419","18089","Lake County","Indiana",2013,"Black",124958,47313,0.37863122008995
"1420","18089","Lake County","Indiana",2013,"Asian",6290,1863,0.296184419713831
"1421","18089","Lake County","Indiana",2013,"NH_White",272202,108429,0.398340203231424
"1422","18089","Lake County","Indiana",2013,"Hispanic",84317,23242,0.275650224747085
"1423","18089","Lake County","Indiana",2013,"Other",55100,14554,0.264137931034483
"1424","18089","Lake County","Indiana",2013,"NH",409933,158838,0.387473074868332
"1425","55059","Kenosha County","Wisconsin",2013,"All",166874,62560,0.374893632321392
"1426","55059","Kenosha County","Wisconsin",2013,"White",145768,56569,0.388075572142034
"1427","55059","Kenosha County","Wisconsin",2013,"Black",11655,3741,0.320978120978121
"1428","55059","Kenosha County","Wisconsin",2013,"Asian",2507,592,0.236138811328281
"1429","55059","Kenosha County","Wisconsin",2013,"NH_White",129617,52458,0.404715430846262
"1430","55059","Kenosha County","Wisconsin",2013,"Hispanic",19992,5156,0.257903161264506
"1431","55059","Kenosha County","Wisconsin",2013,"Other",6944,1658,0.238767281105991
"1432","55059","Kenosha County","Wisconsin",2013,"NH",146882,57404,0.390817118503288
"1433","55101","Racine County","Wisconsin",2013,"All",195045,75087,0.384972698608014
"1434","55101","Racine County","Wisconsin",2013,"White",158205,63815,0.403369046490313
"1435","55101","Racine County","Wisconsin",2013,"Black",21038,7543,0.358541686472098
"1436","55101","Racine County","Wisconsin",2013,"Asian",2370,621,0.262025316455696
"1437","55101","Racine County","Wisconsin",2013,"NH_White",144382,60296,0.417614384064496
"1438","55101","Racine County","Wisconsin",2013,"Hispanic",23028,5761,0.250173701580684
"1439","55101","Racine County","Wisconsin",2013,"Other",13432,3108,0.231387730792138
"1440","55101","Racine County","Wisconsin",2013,"NH",172017,69326,0.403018306330188
"1441","55127","Walworth County","Wisconsin",2013,"All",102619,39929,0.389099484500921
"1442","55127","Walworth County","Wisconsin",2013,"White",96303,38348,0.39820150981797
"1443","55127","Walworth County","Wisconsin",2013,"Black",925,210,0.227027027027027
"1444","55127","Walworth County","Wisconsin",2013,"Asian",716,141,0.196927374301676
"1445","55127","Walworth County","Wisconsin",2013,"NH_White",88355,36611,0.414362514854847
"1446","55127","Walworth County","Wisconsin",2013,"Hispanic",10807,2486,0.230036087720922
"1447","55127","Walworth County","Wisconsin",2013,"Other",4675,1230,0.263101604278075
"1448","55127","Walworth County","Wisconsin",2013,"NH",91812,37443,0.407822506861848
"1449","17141","Ogle County","Illinois",2014,"All",52782,20759,0.393296957296048
"1450","17141","Ogle County","Illinois",2014,"White",50352,20176,0.400699078487448
"1451","17141","Ogle County","Illinois",2014,"Black",482,184,0.381742738589212
"1452","17141","Ogle County","Illinois",2014,"Asian",214,63,0.294392523364486
"1453","17141","Ogle County","Illinois",2014,"NH_White",46554,19195,0.412316879322937
"1454","17141","Ogle County","Illinois",2014,"Hispanic",4871,1197,0.245740094436461
"1455","17141","Ogle County","Illinois",2014,"Other",1734,336,0.193771626297578
"1456","17141","Ogle County","Illinois",2014,"NH",47911,19562,0.408298720544343
"1457","17089","Kane County","Illinois",2014,"All",521874,171316,0.328270808662627
"1458","17089","Kane County","Illinois",2014,"White",380753,136866,0.359461383101381
"1459","17089","Kane County","Illinois",2014,"Black",28601,9149,0.319883920142652
"1460","17089","Kane County","Illinois",2014,"Asian",18686,5174,0.276891790645403
"1461","17089","Kane County","Illinois",2014,"NH_White",305106,118678,0.388973012657896
"1462","17089","Kane County","Illinois",2014,"Hispanic",162048,37174,0.229401165086888
"1463","17089","Kane County","Illinois",2014,"Other",93834,20127,0.21449581175267
"1464","17089","Kane County","Illinois",2014,"NH",359826,134142,0.372796851811709
"1465","17037","DeKalb County","Illinois",2014,"All",104919,37374,0.356217653618506
"1466","17037","DeKalb County","Illinois",2014,"White",87514,32905,0.375996983339808
"1467","17037","DeKalb County","Illinois",2014,"Black",6987,2052,0.293688278231
"1468","17037","DeKalb County","Illinois",2014,"Asian",2586,698,0.269914926527456
"1469","17037","DeKalb County","Illinois",2014,"NH_White",82527,31974,0.387436838852739
"1470","17037","DeKalb County","Illinois",2014,"Hispanic",11053,2427,0.219578395005881
"1471","17037","DeKalb County","Illinois",2014,"Other",7832,1719,0.219484167517875
"1472","17037","DeKalb County","Illinois",2014,"NH",93866,34947,0.372307331728208
"1473","17197","Will County","Illinois",2014,"All",682108,223379,0.3274833310854
"1474","17197","Will County","Illinois",2014,"White",514650,177130,0.34417565335665
"1475","17197","Will County","Illinois",2014,"Black",74884,24535,0.327640083328882
"1476","17197","Will County","Illinois",2014,"Asian",33100,9044,0.273232628398792
"1477","17197","Will County","Illinois",2014,"NH_White",451501,162973,0.360958226006144
"1478","17197","Will County","Illinois",2014,"Hispanic",109841,24860,0.226327145601369
"1479","17197","Will County","Illinois",2014,"Other",59474,12670,0.213034267074688
"1480","17197","Will County","Illinois",2014,"NH",572267,198519,0.346899262057746
"1481","17063","Grundy County","Illinois",2014,"All",50173,18408,0.366890558667012
"1482","17063","Grundy County","Illinois",2014,"White",47861,17843,0.37280875869706
"1483","17063","Grundy County","Illinois",2014,"Black",688,254,0.369186046511628
"1484","17063","Grundy County","Illinois",2014,"Asian",305,72,0.236065573770492
"1485","17063","Grundy County","Illinois",2014,"NH_White",44184,17100,0.387017925040739
"1486","17063","Grundy County","Illinois",2014,"Hispanic",4360,896,0.205504587155963
"1487","17063","Grundy County","Illinois",2014,"Other",1319,239,0.181197877179682
"1488","17063","Grundy County","Illinois",2014,"NH",45813,17512,0.38224957981359
"1489","17091","Kankakee County","Illinois",2014,"All",112682,41430,0.367671855309632
"1490","17091","Kankakee County","Illinois",2014,"White",89765,34406,0.383289700885646
"1491","17091","Kankakee County","Illinois",2014,"Black",16600,5618,0.338433734939759
"1492","17091","Kankakee County","Illinois",2014,"Asian",1220,338,0.277049180327869
"1493","17091","Kankakee County","Illinois",2014,"NH_White",82076,32623,0.397473073736537
"1494","17091","Kankakee County","Illinois",2014,"Hispanic",10584,2496,0.235827664399093
"1495","17091","Kankakee County","Illinois",2014,"Other",5097,1068,0.209535020600353
"1496","17091","Kankakee County","Illinois",2014,"NH",102098,38934,0.381339497345687
"1497","17043","DuPage County","Illinois",2014,"All",926485,337003,0.363743611607312
"1498","17043","DuPage County","Illinois",2014,"White",741208,280714,0.37872500026983
"1499","17043","DuPage County","Illinois",2014,"Black",43163,15789,0.365799411533026
"1500","17043","DuPage County","Illinois",2014,"Asian",98008,29697,0.303005877071259
"1501","17043","DuPage County","Illinois",2014,"NH_White",640577,255577,0.398979357672848
"1502","17043","DuPage County","Illinois",2014,"Hispanic",127142,31953,0.251317424611851
"1503","17043","DuPage County","Illinois",2014,"Other",44106,10803,0.244932662222827
"1504","17043","DuPage County","Illinois",2014,"NH",799343,305050,0.381625910278816
"1505","17099","LaSalle County","Illinois",2014,"All",112698,43891,0.389456778292428
"1506","17099","LaSalle County","Illinois",2014,"White",106603,42680,0.400363967242948
"1507","17099","LaSalle County","Illinois",2014,"Black",2391,391,0.163529903805939
"1508","17099","LaSalle County","Illinois",2014,"Asian",706,152,0.215297450424929
"1509","17099","LaSalle County","Illinois",2014,"NH_White",98659,40752,0.413059122837247
"1510","17099","LaSalle County","Illinois",2014,"Hispanic",9569,2351,0.245689204723587
"1511","17099","LaSalle County","Illinois",2014,"Other",2998,668,0.222815210140093
"1512","17099","LaSalle County","Illinois",2014,"NH",103129,41540,0.402796497590396
"1513","17031","Cook County","Illinois",2014,"All",5227827,1937060,0.370528711068672
"1514","17031","Cook County","Illinois",2014,"White",2975596,1191674,0.400482457968084
"1515","17031","Cook County","Illinois",2014,"Black",1264466,464490,0.367340837950566
"1516","17031","Cook County","Illinois",2014,"Asian",345713,117794,0.340727713450174
"1517","17031","Cook County","Illinois",2014,"NH_White",2266635,1000950,0.441601757671615
"1518","17031","Cook County","Illinois",2014,"Hispanic",1281217,332283,0.259349509099551
"1519","17031","Cook County","Illinois",2014,"Other",642052,163102,0.254032383669859
"1520","17031","Cook County","Illinois",2014,"NH",3946610,1604777,0.406621632236274
"1521","17111","McHenry County","Illinois",2014,"All",307888,109221,0.354742633684976
"1522","17111","McHenry County","Illinois",2014,"White",280156,102637,0.366356601322121
"1523","17111","McHenry County","Illinois",2014,"Black",3817,900,0.235787267487556
"1524","17111","McHenry County","Illinois",2014,"Asian",7980,2261,0.283333333333333
"1525","17111","McHenry County","Illinois",2014,"NH_White",255364,96994,0.379826443821369
"1526","17111","McHenry County","Illinois",2014,"Hispanic",36623,8103,0.221254402970811
"1527","17111","McHenry County","Illinois",2014,"Other",15935,3423,0.214810166300596
"1528","17111","McHenry County","Illinois",2014,"NH",271265,101118,0.372764639743424
"1529","17093","Kendall County","Illinois",2014,"All",118194,38453,0.325338003621165
"1530","17093","Kendall County","Illinois",2014,"White",99130,33455,0.337486129325129
"1531","17093","Kendall County","Illinois",2014,"Black",6876,2127,0.309336823734729
"1532","17093","Kendall County","Illinois",2014,"Asian",3948,916,0.232016210739615
"1533","17093","Kendall County","Illinois",2014,"NH_White",86528,30414,0.351493158284024
"1534","17093","Kendall County","Illinois",2014,"Hispanic",19155,4676,0.244113808405116
"1535","17093","Kendall County","Illinois",2014,"Other",8240,1955,0.237257281553398
"1536","17093","Kendall County","Illinois",2014,"NH",99039,33777,0.341047466149699
"1537","17201","Winnebago County","Illinois",2014,"All",292026,113553,0.388845513755624
"1538","17201","Winnebago County","Illinois",2014,"White",231858,94631,0.408142052463146
"1539","17201","Winnebago County","Illinois",2014,"Black",36171,12769,0.353017610793177
"1540","17201","Winnebago County","Illinois",2014,"Asian",7144,2057,0.287933930571109
"1541","17201","Winnebago County","Illinois",2014,"NH_White",209087,88814,0.42477055005811
"1542","17201","Winnebago County","Illinois",2014,"Hispanic",33578,8596,0.256000953004944
"1543","17201","Winnebago County","Illinois",2014,"Other",16853,4096,0.243042781700587
"1544","17201","Winnebago County","Illinois",2014,"NH",258448,104957,0.406104903113973
"1545","17007","Boone County","Illinois",2014,"All",54005,18162,0.336302194241274
"1546","17007","Boone County","Illinois",2014,"White",48297,16805,0.347951218502184
"1547","17007","Boone County","Illinois",2014,"Black",1249,339,0.271417133706966
"1548","17007","Boone County","Illinois",2014,"Asian",832,224,0.269230769230769
"1549","17007","Boone County","Illinois",2014,"NH_White",40495,15109,0.373107791085319
"1550","17007","Boone County","Illinois",2014,"Hispanic",10943,2377,0.217216485424472
"1551","17007","Boone County","Illinois",2014,"Other",3627,794,0.218913702784671
"1552","17007","Boone County","Illinois",2014,"NH",43062,15785,0.366564488412057
"1553","17103","Lee County","Illinois",2014,"All",35248,13468,0.382092600998638
"1554","17103","Lee County","Illinois",2014,"White",32338,12922,0.399591811491125
"1555","17103","Lee County","Illinois",2014,"Black",1661,149,0.0897049969897652
"1556","17103","Lee County","Illinois",2014,"Asian",236,65,0.275423728813559
"1557","17103","Lee County","Illinois",2014,"NH_White",30886,12593,0.407725182930778
"1558","17103","Lee County","Illinois",2014,"Hispanic",1910,500,0.261780104712042
"1559","17103","Lee County","Illinois",2014,"Other",1013,332,0.327739387956565
"1560","17103","Lee County","Illinois",2014,"NH",33338,12968,0.388985542024117
"1561","17097","Lake County","Illinois",2014,"All",703170,241846,0.343936743603965
"1562","17097","Lake County","Illinois",2014,"White",560800,200972,0.358366619115549
"1563","17097","Lake County","Illinois",2014,"Black",48626,16889,0.347324476617447
"1564","17097","Lake County","Illinois",2014,"Asian",45941,13736,0.298992185629394
"1565","17097","Lake County","Illinois",2014,"NH_White",451700,175308,0.388107150763781
"1566","17097","Lake County","Illinois",2014,"Hispanic",143841,33883,0.235558707183626
"1567","17097","Lake County","Illinois",2014,"Other",47803,10249,0.214400769826162
"1568","17097","Lake County","Illinois",2014,"NH",559329,207963,0.371808005663929
"1569","18127","Porter County","Indiana",2014,"All",165819,61693,0.372050247559086
"1570","18127","Porter County","Indiana",2014,"White",153218,57947,0.378199689331541
"1571","18127","Porter County","Indiana",2014,"Black",5722,1880,0.328556448794128
"1572","18127","Porter County","Indiana",2014,"Asian",2352,754,0.320578231292517
"1573","18127","Porter County","Indiana",2014,"NH_White",140954,54735,0.388318174723669
"1574","18127","Porter County","Indiana",2014,"Hispanic",14929,3862,0.258691138053453
"1575","18127","Porter County","Indiana",2014,"Other",4527,1112,0.24563728738679
"1576","18127","Porter County","Indiana",2014,"NH",150890,57831,0.383265955331699
"1577","18091","LaPorte County","Indiana",2014,"All",111293,42756,0.384175105352538
"1578","18091","LaPorte County","Indiana",2014,"White",94111,38248,0.406413702967772
"1579","18091","LaPorte County","Indiana",2014,"Black",11765,3357,0.285337866553336
"1580","18091","LaPorte County","Indiana",2014,"Asian",587,139,0.23679727427598
"1581","18091","LaPorte County","Indiana",2014,"NH_White",89845,37357,0.41579386721576
"1582","18091","LaPorte County","Indiana",2014,"Hispanic",6421,1446,0.22519856720137
"1583","18091","LaPorte County","Indiana",2014,"Other",4830,1012,0.20952380952381
"1584","18091","LaPorte County","Indiana",2014,"NH",104872,41310,0.393908764970631
"1585","18089","Lake County","Indiana",2014,"All",493140,182919,0.370927120087602
"1586","18089","Lake County","Indiana",2014,"White",305599,118136,0.386571945588827
"1587","18089","Lake County","Indiana",2014,"Black",124511,47382,0.380544690830529
"1588","18089","Lake County","Indiana",2014,"Asian",6260,1790,0.28594249201278
"1589","18089","Lake County","Indiana",2014,"NH_White",270560,107874,0.3987063867534
"1590","18089","Lake County","Indiana",2014,"Hispanic",85807,24633,0.28707448110294
"1591","18089","Lake County","Indiana",2014,"Other",56770,15611,0.2749867887969
"1592","18089","Lake County","Indiana",2014,"NH",407333,158286,0.388591152693251
"1593","55101","Racine County","Wisconsin",2014,"All",195039,75078,0.384938396935997
"1594","55101","Racine County","Wisconsin",2014,"White",157494,63950,0.40604721449706
"1595","55101","Racine County","Wisconsin",2014,"Black",21375,7392,0.345824561403509
