"","GEOID","County","State","Year","Race","Population","Householder","head.rate"
"618","17031","Cook County","Illinois",2009,"White",2874692,1171681,0.407584882136938
"619","17031","Cook County","Illinois",2009,"Black",1331914,475990,0.357372923477041
"620","17031","Cook County","Illinois",2009,"Asian",303841,102316,0.336741914356522
"621","17031","Cook County","Illinois",2009,"NH_White",2364833,1035484,0.437867705668857
"622","17031","Cook County","Illinois",2009,"Hispanic",1198966,309700,0.258305906923132
"623","17031","Cook County","Illinois",2009,"Other",749388,189917,0.253429465110197
"624","17031","Cook County","Illinois",2009,"NH",4060869,1630204,0.401442154376317
"625","17037","DeKalb County","Illinois",2009,"All",106386,37145,0.349153084052413
"626","17037","DeKalb County","Illinois",2009,"White",91416,33120,0.362299816224731
"627","17037","DeKalb County","Illinois",2009,"Black",6253,1542,0.246601631217016
"628","17037","DeKalb County","Illinois",2009,"Asian",2917,852,0.292080905039424
"629","17037","DeKalb County","Illinois",2009,"NH_White",85504,31800,0.371912425149701
"630","17037","DeKalb County","Illinois",2009,"Hispanic",10083,2396,0.237627690171576
"631","17037","DeKalb County","Illinois",2009,"Other",5800,1631,0.281206896551724
"632","17037","DeKalb County","Illinois",2009,"NH",96303,34749,0.360829880689075
"633","17043","DuPage County","Illinois",2009,"All",927624,338213,0.364601390218451
"634","17043","DuPage County","Illinois",2009,"White",746309,282885,0.3790454088052
"635","17043","DuPage County","Illinois",2009,"Black",40771,15451,0.378970346569866
"636","17043","DuPage County","Illinois",2009,"Asian",92060,27548,0.299239626330654
"637","17043","DuPage County","Illinois",2009,"NH_White",668937,261854,0.391447924094496
"638","17043","DuPage County","Illinois",2009,"Hispanic",113633,30492,0.268337542791267
"639","17043","DuPage County","Illinois",2009,"Other",48484,12329,0.254290075076314
"640","17043","DuPage County","Illinois",2009,"NH",813991,307721,0.378039806336925
"641","17063","Grundy County","Illinois",2009,"All",47840,NA,NA
"642","17063","Grundy County","Illinois",2009,"White",45466,NA,NA
"643","17063","Grundy County","Illinois",2009,"Black",598,NA,NA
"644","17063","Grundy County","Illinois",2009,"Asian",205,NA,NA
"645","17063","Grundy County","Illinois",2009,"NH_White",NA,15564,NA
"646","17063","Grundy County","Illinois",2009,"Hispanic",NA,993,NA
"647","17063","Grundy County","Illinois",2009,"Other",1571,NA,NA
"648","17063","Grundy County","Illinois",2009,"NH",NA,NA,NA
"649","17089","Kane County","Illinois",2009,"All",503788,163537,0.324614718889692
"650","17089","Kane County","Illinois",2009,"White",376311,130979,0.348060513777168
"651","17089","Kane County","Illinois",2009,"Black",27086,8944,0.330207487262793
"652","17089","Kane County","Illinois",2009,"Asian",15296,4511,0.29491370292887
"653","17089","Kane County","Illinois",2009,"NH_White",313397,116816,0.372741283420071
"654","17089","Kane County","Illinois",2009,"Hispanic",141448,32125,0.227115264973701
"655","17089","Kane County","Illinois",2009,"Other",85095,19103,0.224490275574358
"656","17089","Kane County","Illinois",2009,"NH",362340,131412,0.36267593972512
"657","17091","Kankakee County","Illinois",2009,"All",112553,40125,0.356498716160387
"658","17091","Kankakee County","Illinois",2009,"White",90379,33171,0.3670211000343
"659","17091","Kankakee County","Illinois",2009,"Black",16754,5686,0.339381640205324
"660","17091","Kankakee County","Illinois",2009,"Asian",1110,262,0.236036036036036
"661","17091","Kankakee County","Illinois",2009,"NH_White",85113,31929,0.375136583130662
"662","17091","Kankakee County","Illinois",2009,"Hispanic",8318,1979,0.237917768694398
"663","17091","Kankakee County","Illinois",2009,"Other",4310,1006,0.233410672853828
"664","17091","Kankakee County","Illinois",2009,"NH",104235,38146,0.365961529236821
"665","17093","Kendall County","Illinois",2009,"All",101144,32011,0.316489361702128
"666","17093","Kendall County","Illinois",2009,"White",86442,28409,0.32864811087203
"667","17093","Kendall County","Illinois",2009,"Black",4927,1338,0.271564846762736
"668","17093","Kendall County","Illinois",2009,"Asian",2790,743,0.266308243727599
"669","17093","Kendall County","Illinois",2009,"NH_White",74787,25864,0.345835506170859
"670","17093","Kendall County","Illinois",2009,"Hispanic",16818,3746,0.222737543108574
"671","17093","Kendall County","Illinois",2009,"Other",6985,1521,0.217752326413744
"672","17093","Kendall County","Illinois",2009,"NH",84326,28265,0.335187249484145
"673","17097","Lake County","Illinois",2009,"All",707556,235420,0.332722780953027
"674","17097","Lake County","Illinois",2009,"White",541802,189980,0.350644700462531
"675","17097","Lake County","Illinois",2009,"Black",45797,15670,0.342162150359194
"676","17097","Lake County","Illinois",2009,"Asian",41687,12905,0.309568930361983
"677","17097","Lake County","Illinois",2009,"NH_White",472799,174425,0.368919985025349
"678","17097","Lake County","Illinois",2009,"Hispanic",135345,30260,0.223576785252503
"679","17097","Lake County","Illinois",2009,"Other",78270,16865,0.215472083812444
"680","17097","Lake County","Illinois",2009,"NH",572211,205160,0.358539070377885
"681","17099","LaSalle County","Illinois",2009,"All",112576,45085,0.400485005685048
"682","17099","LaSalle County","Illinois",2009,"White",105115,43116,0.41017932740332
"683","17099","LaSalle County","Illinois",2009,"Black",975,335,0.343589743589744
"684","17099","LaSalle County","Illinois",2009,"Asian",694,253,0.364553314121037
"685","17099","LaSalle County","Illinois",2009,"NH_White",100305,41873,0.417456756891481
"686","17099","LaSalle County","Illinois",2009,"Hispanic",8249,2252,0.273002788216754
"687","17099","LaSalle County","Illinois",2009,"Other",5792,1381,0.238432320441989
"688","17099","LaSalle County","Illinois",2009,"NH",104327,42833,0.41056485856969
"689","17103","Lee County","Illinois",2009,"All",35048,NA,NA
"690","17103","Lee County","Illinois",2009,"White",32495,NA,NA
"691","17103","Lee County","Illinois",2009,"Black",1339,NA,NA
"692","17103","Lee County","Illinois",2009,"Asian",244,NA,NA
"693","17103","Lee County","Illinois",2009,"NH_White",NA,12658,NA
"694","17103","Lee County","Illinois",2009,"Hispanic",NA,552,NA
"695","17103","Lee County","Illinois",2009,"Other",970,NA,NA
"696","17103","Lee County","Illinois",2009,"NH",NA,NA,NA
"697","17111","McHenry County","Illinois",2009,"All",317925,107906,0.339407092867815
"698","17111","McHenry County","Illinois",2009,"White",288529,100550,0.348491832710057
"699","17111","McHenry County","Illinois",2009,"Black",3395,802,0.236229749631811
"700","17111","McHenry County","Illinois",2009,"Asian",8770,2431,0.277194982896237
"701","17111","McHenry County","Illinois",2009,"NH_White",267715,96085,0.358907793735876
"702","17111","McHenry County","Illinois",2009,"Hispanic",34948,7830,0.224047155774293
"703","17111","McHenry County","Illinois",2009,"Other",17231,4123,0.239278045383321
"704","17111","McHenry County","Illinois",2009,"NH",282977,100076,0.35365418390894
"705","17141","Ogle County","Illinois",2009,"All",55216,20263,0.366976963199073
"706","17141","Ogle County","Illinois",2009,"White",52732,19652,0.372676932412956
"707","17141","Ogle County","Illinois",2009,"Black",582,82,0.140893470790378
"708","17141","Ogle County","Illinois",2009,"Asian",345,107,0.310144927536232
"709","17141","Ogle County","Illinois",2009,"NH_White",NA,18796,NA
"710","17141","Ogle County","Illinois",2009,"Hispanic",NA,1088,NA
"711","17141","Ogle County","Illinois",2009,"Other",1557,422,0.271034039820167
"712","17141","Ogle County","Illinois",2009,"NH",NA,19175,NA
"713","17197","Will County","Illinois",2009,"All",678111,216725,0.319601068261686
"714","17197","Will County","Illinois",2009,"White",529855,176933,0.333927206499891
"715","17197","Will County","Illinois",2009,"Black",73199,22355,0.305400346999276
"716","17197","Will County","Illinois",2009,"Asian",26533,7115,0.268156635133607
"717","17197","Will County","Illinois",2009,"NH_White",469241,162968,0.347301280152416
"718","17197","Will County","Illinois",2009,"Hispanic",99220,22230,0.224047571054223
"719","17197","Will County","Illinois",2009,"Other",48524,10322,0.212719479020691
"720","17197","Will County","Illinois",2009,"NH",578891,194495,0.335978621191209
"721","17201","Winnebago County","Illinois",2009,"All",298931,112538,0.376468148167972
"722","17201","Winnebago County","Illinois",2009,"White",246099,95921,0.389765907216202
"723","17201","Winnebago County","Illinois",2009,"Black",34167,12241,0.358269675417801
"724","17201","Winnebago County","Illinois",2009,"Asian",5905,1876,0.317696867061812
"725","17201","Winnebago County","Illinois",2009,"NH_White",223304,89885,0.402523017948626
"726","17201","Winnebago County","Illinois",2009,"Hispanic",30525,7849,0.257133497133497
"727","17201","Winnebago County","Illinois",2009,"Other",12760,2500,0.195924764890282
"728","17201","Winnebago County","Illinois",2009,"NH",268406,104689,0.390039715952699
"729","18089","Lake County","Indiana",2009,"All",492995,184338,0.373914542743841
"730","18089","Lake County","Indiana",2009,"White",309433,119626,0.386597421735885
"731","18089","Lake County","Indiana",2009,"Black",125591,48582,0.386827081558392
"732","18089","Lake County","Indiana",2009,"Asian",6271,1908,0.304257694147664
"733","18089","Lake County","Indiana",2009,"NH_White",281248,111110,0.395060587097508
"734","18089","Lake County","Indiana",2009,"Hispanic",73277,21250,0.289995496540524
"735","18089","Lake County","Indiana",2009,"Other",51700,14222,0.275087040618956
"736","18089","Lake County","Indiana",2009,"NH",419718,163088,0.388565655988068
"737","18091","LaPorte County","Indiana",2009,"All",110728,42175,0.38088830286829
"738","18091","LaPorte County","Indiana",2009,"White",94499,37961,0.40170795458153
"739","18091","LaPorte County","Indiana",2009,"Black",11619,3310,0.284878216714003
"740","18091","LaPorte County","Indiana",2009,"Asian",632,157,0.248417721518987
"741","18091","LaPorte County","Indiana",2009,"NH_White",91468,37159,0.406251366598155
"742","18091","LaPorte County","Indiana",2009,"Hispanic",5082,1246,0.245179063360882
"743","18091","LaPorte County","Indiana",2009,"Other",3978,747,0.187782805429864
"744","18091","LaPorte County","Indiana",2009,"NH",105646,40929,0.387416466312023
"745","18127","Porter County","Indiana",2009,"All",162136,62039,0.38263556520452
"746","18127","Porter County","Indiana",2009,"White",149351,58590,0.392297339823637
"747","18127","Porter County","Indiana",2009,"Black",4902,1456,0.297021623827009
"748","18127","Porter County","Indiana",2009,"Asian",1857,457,0.246095853527194
"749","18127","Porter County","Indiana",2009,"NH_White",141915,56400,0.397420991438537
"750","18127","Porter County","Indiana",2009,"Hispanic",11424,3313,0.29000350140056
"751","18127","Porter County","Indiana",2009,"Other",6026,1536,0.25489545303684
"752","18127","Porter County","Indiana",2009,"NH",150712,58726,0.389657094325601
"753","55059","Kenosha County","Wisconsin",2009,"All",164204,60819,0.370386835887067
"754","55059","Kenosha County","Wisconsin",2009,"White",141473,54685,0.386540187880373
"755","55059","Kenosha County","Wisconsin",2009,"Black",10146,2988,0.294500295683028
"756","55059","Kenosha County","Wisconsin",2009,"Asian",2308,622,0.26949740034662
"757","55059","Kenosha County","Wisconsin",2009,"NH_White",132980,52346,0.393638141073846
"758","55059","Kenosha County","Wisconsin",2009,"Hispanic",16093,4092,0.254272043745728
"759","55059","Kenosha County","Wisconsin",2009,"Other",10277,2524,0.24559696409458
"760","55059","Kenosha County","Wisconsin",2009,"NH",148111,56727,0.383003288074485
"761","55101","Racine County","Wisconsin",2009,"All",200104,74911,0.374360332627034
"762","55101","Racine County","Wisconsin",2009,"White",165038,64965,0.393636617021534
"763","55101","Racine County","Wisconsin",2009,"Black",20053,6448,0.321547898070114
"764","55101","Racine County","Wisconsin",2009,"Asian",1928,413,0.214211618257261
"765","55101","Racine County","Wisconsin",2009,"NH_White",153197,62164,0.405778181034877
"766","55101","Racine County","Wisconsin",2009,"Hispanic",20758,5010,0.241352731477021
"767","55101","Racine County","Wisconsin",2009,"Other",13085,3085,0.235766144440199
"768","55101","Racine County","Wisconsin",2009,"NH",179346,69901,0.389754998717563
"769","55127","Walworth County","Wisconsin",2009,"All",100457,38843,0.386662950317051
"770","55127","Walworth County","Wisconsin",2009,"White",93850,37203,0.396409163558871
"771","55127","Walworth County","Wisconsin",2009,"Black",698,167,0.239255014326648
"772","55127","Walworth County","Wisconsin",2009,"Asian",918,288,0.313725490196078
"773","55127","Walworth County","Wisconsin",2009,"NH_White",88404,35722,0.404076738609113
"774","55127","Walworth County","Wisconsin",2009,"Hispanic",9172,2342,0.25534234627126
"775","55127","Walworth County","Wisconsin",2009,"Other",4991,1185,0.237427369264676
"776","55127","Walworth County","Wisconsin",2009,"NH",91285,36501,0.399857588870022
"777","17007","Boone County","Illinois",2010,"All",53567,17908,0.334310302985047
"778","17007","Boone County","Illinois",2010,"White",48625,16735,0.344164524421594
"779","17007","Boone County","Illinois",2010,"Black",1265,390,0.308300395256917
"780","17007","Boone County","Illinois",2010,"Asian",715,207,0.28951048951049
"781","17007","Boone County","Illinois",2010,"NH_White",40723,15075,0.37018392554576
"782","17007","Boone County","Illinois",2010,"Hispanic",10407,2172,0.208705678869991
"783","17007","Boone County","Illinois",2010,"Other",2962,576,0.194463200540176
"784","17007","Boone County","Illinois",2010,"NH",43160,15736,0.364596848934198
"785","17031","Cook County","Illinois",2010,"All",5172848,1936481,0.374354900820592
"786","17031","Cook County","Illinois",2010,"White",2799307,1157016,0.413322297268574
"787","17031","Cook County","Illinois",2010,"Black",1303321,476312,0.365460235812973
"788","17031","Cook County","Illinois",2010,"Asian",316649,110859,0.350100584558928
"789","17031","Cook County","Illinois",2010,"NH_White",2294644,1021578,0.445201085658603
"790","17031","Cook County","Illinois",2010,"Hispanic",1202937,312015,0.259377673144978
"791","17031","Cook County","Illinois",2010,"Other",753571,192294,0.255177017162285
"792","17031","Cook County","Illinois",2010,"NH",3969911,1624466,0.409194563807602
"793","17037","DeKalb County","Illinois",2010,"All",104026,37825,0.363611020321843
"794","17037","DeKalb County","Illinois",2010,"White",88513,33482,0.378272118219923
"795","17037","DeKalb County","Illinois",2010,"Black",6264,1691,0.269955300127714
"796","17037","DeKalb County","Illinois",2010,"Asian",2518,795,0.315726767275616
"797","17037","DeKalb County","Illinois",2010,"NH_White",83910,32518,0.387534262900727
"798","17037","DeKalb County","Illinois",2010,"Hispanic",9924,2402,0.242039500201532
"799","17037","DeKalb County","Illinois",2010,"Other",6731,1857,0.275887683850839
"800","17037","DeKalb County","Illinois",2010,"NH",94102,35423,0.37643195681282
"801","17043","DuPage County","Illinois",2010,"All",911481,335453,0.368030710459132
"802","17043","DuPage County","Illinois",2010,"White",732256,280481,0.383036806799808
"803","17043","DuPage County","Illinois",2010,"Black",40452,15332,0.379017106694354
"804","17043","DuPage County","Illinois",2010,"Asian",91222,27703,0.303687706912806
"805","17043","DuPage County","Illinois",2010,"NH_White",650827,258871,0.397757007622609
"806","17043","DuPage County","Illinois",2010,"Hispanic",116326,30463,0.261876106803294
"807","17043","DuPage County","Illinois",2010,"Other",47551,11937,0.251035730058253
"808","17043","DuPage County","Illinois",2010,"NH",795155,304990,0.383560437902044
"809","17063","Grundy County","Illinois",2010,"All",48744,17961,0.368476120137863
"810","17063","Grundy County","Illinois",2010,"White",46526,17345,0.372802304088037
"811","17063","Grundy County","Illinois",2010,"Black",574,196,0.341463414634146
"812","17063","Grundy County","Illinois",2010,"Asian",236,90,0.38135593220339
"813","17063","Grundy County","Illinois",2010,"NH_White",43605,16570,0.380002293314987
"814","17063","Grundy County","Illinois",2010,"Hispanic",3779,940,0.248743053717915
"815","17063","Grundy County","Illinois",2010,"Other",1408,330,0.234375
"816","17063","Grundy County","Illinois",2010,"NH",44965,17021,0.378538863560547
"817","17089","Kane County","Illinois",2010,"All",502628,168980,0.336192969750989
"818","17089","Kane County","Illinois",2010,"White",375143,135440,0.361035658402263
"819","17089","Kane County","Illinois",2010,"Black",27972,9487,0.339160589160589
"820","17089","Kane County","Illinois",2010,"Asian",16390,4816,0.293837705918243
"821","17089","Kane County","Illinois",2010,"NH_White",304830,118723,0.389472820916576
"822","17089","Kane County","Illinois",2010,"Hispanic",147410,35083,0.237996065395835
"823","17089","Kane County","Illinois",2010,"Other",83123,19237,0.231428124586456
"824","17089","Kane County","Illinois",2010,"NH",355218,133897,0.376943172924795
"825","17091","Kankakee County","Illinois",2010,"All",112100,40943,0.365236396074933
"826","17091","Kankakee County","Illinois",2010,"White",88644,33665,0.379777537114751
"827","17091","Kankakee County","Illinois",2010,"Black",16999,5855,0.34443202541326
"828","17091","Kankakee County","Illinois",2010,"Asian",1027,292,0.284323271665044
"829","17091","Kankakee County","Illinois",2010,"NH_White",83166,32381,0.389353822475531
"830","17091","Kankakee County","Illinois",2010,"Hispanic",9247,2118,0.229047258570347
"831","17091","Kankakee County","Illinois",2010,"Other",5430,1131,0.20828729281768
"832","17091","Kankakee County","Illinois",2010,"NH",102853,38825,0.377480481852741
"833","17093","Kendall County","Illinois",2010,"All",105602,35687,0.337938675403875
"834","17093","Kendall County","Illinois",2010,"White",90183,31459,0.348835146313607
"835","17093","Kendall County","Illinois",2010,"Black",4993,1605,0.321450030042059
"836","17093","Kendall County","Illinois",2010,"Asian",3075,761,0.247479674796748
"837","17093","Kendall County","Illinois",2010,"NH_White",79658,28915,0.362989279168445
"838","17093","Kendall County","Illinois",2010,"Hispanic",16064,3921,0.244086155378486
"839","17093","Kendall County","Illinois",2010,"Other",7351,1862,0.253298870901918
"840","17093","Kendall County","Illinois",2010,"NH",89538,31766,0.354776742835444
"841","17097","Lake County","Illinois",2010,"All",697179,239246,0.343162946675101
"842","17097","Lake County","Illinois",2010,"White",535647,193661,0.361545943503837
"843","17097","Lake County","Illinois",2010,"Black",46435,16131,0.347388823086034
"844","17097","Lake County","Illinois",2010,"Asian",42260,13137,0.310861334595362
"845","17097","Lake County","Illinois",2010,"NH_White",463059,176832,0.38187790324775
"846","17097","Lake County","Illinois",2010,"Hispanic",133163,30858,0.231731036399
"847","17097","Lake County","Illinois",2010,"Other",72837,16317,0.224020758680341
"848","17097","Lake County","Illinois",2010,"NH",564016,208388,0.369471788034382
"849","17099","LaSalle County","Illinois",2010,"All",113789,45326,0.398333758096125
"850","17099","LaSalle County","Illinois",2010,"White",105892,43332,0.409209383145091
"851","17099","LaSalle County","Illinois",2010,"Black",1601,481,0.300437226733292
"852","17099","LaSalle County","Illinois",2010,"Asian",604,228,0.377483443708609
"853","17099","LaSalle County","Illinois",2010,"NH_White",101095,42085,0.416291606904397
"854","17099","LaSalle County","Illinois",2010,"Hispanic",8572,2261,0.26376574895007
"855","17099","LaSalle County","Illinois",2010,"Other",5692,1285,0.225755446240337
"856","17099","LaSalle County","Illinois",2010,"NH",105217,43065,0.409296976724294
"857","17103","Lee County","Illinois",2010,"All",36100,13731,0.380360110803324
"858","17103","Lee County","Illinois",2010,"White",33382,13022,0.390090467916841
"859","17103","Lee County","Illinois",2010,"Black",1450,446,0.307586206896552
"860","17103","Lee County","Illinois",2010,"Asian",123,21,0.170731707317073
"861","17103","Lee County","Illinois",2010,"NH_White",32098,12637,0.39370054208985
"862","17103","Lee County","Illinois",2010,"Hispanic",1691,449,0.265523358959196
"863","17103","Lee County","Illinois",2010,"Other",1145,242,0.211353711790393
"864","17103","Lee County","Illinois",2010,"NH",34409,13282,0.38600366183266
"865","17111","McHenry County","Illinois",2010,"All",306050,108106,0.353229864401242
"866","17111","McHenry County","Illinois",2010,"White",277045,100828,0.36394087603097
"867","17111","McHenry County","Illinois",2010,"Black",3084,881,0.285667963683528
"868","17111","McHenry County","Illinois",2010,"Asian",8169,2144,0.262455624923491
"869","17111","McHenry County","Illinois",2010,"NH_White",258403,96714,0.374275840450769
"870","17111","McHenry County","Illinois",2010,"Hispanic",33271,7637,0.229539238375763
"871","17111","McHenry County","Illinois",2010,"Other",17752,4253,0.239578639026589
"872","17111","McHenry County","Illinois",2010,"NH",272779,100469,0.368316475975057
"873","17141","Ogle County","Illinois",2010,"All",53578,20669,0.385774011721229
"874","17141","Ogle County","Illinois",2010,"White",51088,20073,0.39291027247103
"875","17141","Ogle County","Illinois",2010,"Black",284,98,0.345070422535211
"876","17141","Ogle County","Illinois",2010,"Asian",344,109,0.316860465116279
"877","17141","Ogle County","Illinois",2010,"NH_White",47791,19072,0.399070954782281
"878","17141","Ogle County","Illinois",2010,"Hispanic",4502,1213,0.269435806308307
"879","17141","Ogle County","Illinois",2010,"Other",1862,389,0.208915145005371
"880","17141","Ogle County","Illinois",2010,"NH",49076,19456,0.396446328144103
"881","17197","Will County","Illinois",2010,"All",667977,220135,0.329554760118986
"882","17197","Will County","Illinois",2010,"White",516603,177279,0.343162931690292
"883","17197","Will County","Illinois",2010,"Black",71293,23412,0.328391286662085
"884","17197","Will County","Illinois",2010,"Asian",28702,7838,0.273082015190579
"885","17197","Will County","Illinois",2010,"NH_White",457845,163477,0.357057519466195
"886","17197","Will County","Illinois",2010,"Hispanic",99581,23226,0.233237264136733
"887","17197","Will County","Illinois",2010,"Other",51379,11606,0.225889955039997
"888","17197","Will County","Illinois",2010,"NH",568396,196909,0.346429250029909
"889","17201","Winnebago County","Illinois",2010,"All",293972,112466,0.382573850570803
"890","17201","Winnebago County","Illinois",2010,"White",238257,95156,0.399383858606463
"891","17201","Winnebago County","Illinois",2010,"Black",35455,12461,0.351459596671838
"892","17201","Winnebago County","Illinois",2010,"Asian",6700,1987,0.296567164179105
"893","17201","Winnebago County","Illinois",2010,"NH_White",216266,89620,0.414397085071162
"894","17201","Winnebago County","Illinois",2010,"Hispanic",30455,7522,0.246987358397636
"895","17201","Winnebago County","Illinois",2010,"Other",13560,2862,0.211061946902655
"896","17201","Winnebago County","Illinois",2010,"NH",263517,104944,0.398243756569785
"897","18089","Lake County","Indiana",2010,"All",494417,182952,0.370035819965737
"898","18089","Lake County","Indiana",2010,"White",309443,119402,0.385861047107222
"899","18089","Lake County","Indiana",2010,"Black",125837,47674,0.378855185676709
"900","18089","Lake County","Indiana",2010,"Asian",5984,1802,0.301136363636364
"901","18089","Lake County","Indiana",2010,"NH_White",277053,110359,0.39833172714246
"902","18089","Lake County","Indiana",2010,"Hispanic",78573,21754,0.276863553638018
"903","18089","Lake County","Indiana",2010,"Other",53153,14074,0.264782796831787
"904","18089","Lake County","Indiana",2010,"NH",415844,161198,0.387640557516761
"905","18091","LaPorte County","Indiana",2010,"All",110937,42090,0.379404526893642
"906","18091","LaPorte County","Indiana",2010,"White",94684,37828,0.399518398039796
"907","18091","LaPorte County","Indiana",2010,"Black",11947,3395,0.284171758600485
"908","18091","LaPorte County","Indiana",2010,"Asian",618,124,0.200647249190939
"909","18091","LaPorte County","Indiana",2010,"NH_White",90852,36923,0.406408224364901
"910","18091","LaPorte County","Indiana",2010,"Hispanic",5627,1348,0.239559267815888
"911","18091","LaPorte County","Indiana",2010,"Other",3688,743,0.20146420824295
"912","18091","LaPorte County","Indiana",2010,"NH",105310,40742,0.386876839806286
"913","18127","Porter County","Indiana",2010,"All",162026,61370,0.378766370829373
"914","18127","Porter County","Indiana",2010,"White",150082,58003,0.38647539345158
"915","18127","Porter County","Indiana",2010,"Black",4463,1407,0.315258794532825
"916","18127","Porter County","Indiana",2010,"Asian",2041,563,0.275845173934346
"917","18127","Porter County","Indiana",2010,"NH_White",140958,55518,0.39386200144724
"918","18127","Porter County","Indiana",2010,"Hispanic",12718,3441,0.270561409026576
"919","18127","Porter County","Indiana",2010,"Other",5440,1397,0.256801470588235
"920","18127","Porter County","Indiana",2010,"NH",149308,57929,0.387983229297827
"921","55059","Kenosha County","Wisconsin",2010,"All",164328,62226,0.378669490287717
"922","55059","Kenosha County","Wisconsin",2010,"White",139256,54975,0.394776526684667
"923","55059","Kenosha County","Wisconsin",2010,"Black",10836,3620,0.334071613141381
"924","55059","Kenosha County","Wisconsin",2010,"Asian",2415,671,0.277846790890269
"925","55059","Kenosha County","Wisconsin",2010,"NH_White",130001,52480,0.403689202390751
"926","55059","Kenosha County","Wisconsin",2010,"Hispanic",18038,4663,0.258509812617807
"927","55059","Kenosha County","Wisconsin",2010,"Other",11821,2960,0.250401827256577
"928","55059","Kenosha County","Wisconsin",2010,"NH",146290,57563,0.39348554241575
"929","55101","Racine County","Wisconsin",2010,"All",194736,75546,0.387940596499877
"930","55101","Racine County","Wisconsin",2010,"White",157571,64207,0.407479802755583
"931","55101","Racine County","Wisconsin",2010,"Black",20930,7179,0.343000477783086
"932","55101","Racine County","Wisconsin",2010,"Asian",2378,659,0.277123633305299
"933","55101","Racine County","Wisconsin",2010,"NH_White",146535,61165,0.417408810181868
"934","55101","Racine County","Wisconsin",2010,"Hispanic",21155,5594,0.264429212952021
"935","55101","Racine County","Wisconsin",2010,"Other",13857,3501,0.252652089196796
"936","55101","Racine County","Wisconsin",2010,"NH",173581,69952,0.402993415177928
"937","55127","Walworth County","Wisconsin",2010,"All",101735,39082,0.384154912272079
"938","55127","Walworth County","Wisconsin",2010,"White",95283,37389,0.392399483643462
"939","55127","Walworth County","Wisconsin",2010,"Black",997,347,0.348044132397192
"940","55127","Walworth County","Wisconsin",2010,"Asian",806,219,0.271712158808933
"941","55127","Walworth County","Wisconsin",2010,"NH_White",88979,35879,0.403229975612223
"942","55127","Walworth County","Wisconsin",2010,"Hispanic",9832,2331,0.237082994304312
"943","55127","Walworth County","Wisconsin",2010,"Other",4649,1127,0.242417724241772
"944","55127","Walworth County","Wisconsin",2010,"NH",91903,36751,0.399889013416319
"945","17141","Ogle County","Illinois",2011,"All",53525,20663,0.386043904717422
"946","17141","Ogle County","Illinois",2011,"White",51350,20130,0.392015579357351
"947","17141","Ogle County","Illinois",2011,"Black",443,115,0.259593679458239
"948","17141","Ogle County","Illinois",2011,"Asian",287,86,0.299651567944251
"949","17141","Ogle County","Illinois",2011,"NH_White",47570,19164,0.402858944713054
"950","17141","Ogle County","Illinois",2011,"Hispanic",4620,1152,0.249350649350649
"951","17141","Ogle County","Illinois",2011,"Other",1445,332,0.229757785467128
"952","17141","Ogle County","Illinois",2011,"NH",48905,19511,0.398957161844392
"953","17089","Kane County","Illinois",2011,"All",509622,169528,0.332654398750446
"954","17089","Kane County","Illinois",2011,"White",374917,134998,0.360074363125705
"955","17089","Kane County","Illinois",2011,"Black",27718,9114,0.328811602568728
"956","17089","Kane County","Illinois",2011,"Asian",16883,4774,0.28276964994373
"957","17089","Kane County","Illinois",2011,"NH_White",304700,118251,0.388089924515917
"958","17089","Kane County","Illinois",2011,"Hispanic",152889,36119,0.23624328761389
"959","17089","Kane County","Illinois",2011,"Other",90104,20642,0.229090828376099
"960","17089","Kane County","Illinois",2011,"NH",356733,133409,0.373974372990444
"961","17037","DeKalb County","Illinois",2011,"All",104684,38011,0.363102288792939
"962","17037","DeKalb County","Illinois",2011,"White",88731,33631,0.37902198780584
"963","17037","DeKalb County","Illinois",2011,"Black",6476,1696,0.26189005558987
"964","17037","DeKalb County","Illinois",2011,"Asian",2633,873,0.331560957083175
"965","17037","DeKalb County","Illinois",2011,"NH_White",83730,32600,0.389346709662009
"966","17037","DeKalb County","Illinois",2011,"Hispanic",10338,2491,0.240955697426968
"967","17037","DeKalb County","Illinois",2011,"Other",6844,1811,0.264611338398597
"968","17037","DeKalb County","Illinois",2011,"NH",94346,35520,0.376486549509253
"969","17197","Will County","Illinois",2011,"All",674166,221722,0.328883390737593
"970","17197","Will County","Illinois",2011,"White",521030,178845,0.343252787747347
"971","17197","Will County","Illinois",2011,"Black",73322,23762,0.324077357409781
"972","17197","Will County","Illinois",2011,"Asian",29681,8157,0.274822276877464
"973","17197","Will County","Illinois",2011,"NH_White",457024,163815,0.358438506511693
"974","17197","Will County","Illinois",2011,"Hispanic",103297,23923,0.23159433478223
"975","17197","Will County","Illinois",2011,"Other",50133,10958,0.218578580974608
"976","17197","Will County","Illinois",2011,"NH",570869,197799,0.346487547931312
"977","17063","Grundy County","Illinois",2011,"All",49460,18297,0.369935301253538
"978","17063","Grundy County","Illinois",2011,"White",47173,17646,0.37406991287389
"979","17063","Grundy County","Illinois",2011,"Black",607,227,0.373970345963756
"980","17063","Grundy County","Illinois",2011,"Asian",293,86,0.293515358361775
"981","17063","Grundy County","Illinois",2011,"NH_White",44084,16839,0.381975319843934
"982","17063","Grundy County","Illinois",2011,"Hispanic",3955,983,0.248546144121365
"983","17063","Grundy County","Illinois",2011,"Other",1387,338,0.243691420331651
