year,group,ASFR_14,ASFR_15,ASFR_16,ASFR_17,ASFR_18,ASFR_19,ASFR_20,ASFR_21,ASFR_22,ASFR_23,ASFR_24,ASFR_25,ASFR_26,ASFR_27,ASFR_28,ASFR_29,ASFR_30,ASFR_31,ASFR_32,ASFR_33,ASFR_34,ASFR_35,ASFR_36,ASFR_37,ASFR_38,ASFR_39,ASFR_40,ASFR_41,ASFR_42,ASFR_43,ASFR_44,ASFR_45,ASFR_46,ASFR_47,ASFR_48,ASFR_49,ASFR_50,ASFR_51,ASFR_52,ASFR_53,ASFR_54
2060,3,0.003103116,0.007477005,0.017412608,0.030741877,0.049274006,0.067326413,0.0825719,0.092464225,0.097966406,0.103679223,0.108647874,0.112314562,0.118861379,0.121526991,0.124741902,0.125401104,0.122173265,0.117612677,0.109348593,0.096720858,0.090977565,0.078871675,0.065832214,0.05712029,0.043299538,0.034783498,0.026609487,0.018574073,0.01118854,0.006535743,0.004047476,0.002327327,0.001283407,0.000726164,0.000532885,0.000310751,0.000225144,0.000162943,9.67847E-05,6.46117E-05,4.36317E-05
2014,4,0.000603075,0.001637734,0.004028512,0.00872306,0.01549271,0.021570835,0.02655348,0.027193591,0.029998362,0.033446098,0.033610995,0.039403144,0.042946452,0.053703612,0.061788596,0.067203532,0.073448364,0.074980917,0.078910742,0.077942007,0.082132169,0.07329872,0.057283354,0.056343509,0.038352254,0.034116224,0.025797972,0.016850825,0.011663079,0.00540839,0.004017692,0.002380162,0.001372522,0.000736333,0.000644635,0.000420669,0.000259105,0.000204744,0.000187705,0.000159341,0.000135313
2015,4,0.000630401,0.001708029,0.004181704,0.008978701,0.015866429,0.02205746,0.02708396,0.027748896,0.030573217,0.034009607,0.034181488,0.039961583,0.04350397,0.054212205,0.062271595,0.067637853,0.073812056,0.075297576,0.079136458,0.078101017,0.082198645,0.07333341,0.057326766,0.056319683,0.038360951,0.034093677,0.025773746,0.016835512,0.011647187,0.005406058,0.004010962,0.002375053,0.001369015,0.000734324,0.0006423,0.00041906,0.000258103,0.000203908,0.000186887,0.000158631,0.000134698
2016,4,0.000657994,0.001779003,0.004336337,0.009236575,0.016243179,0.02254791,0.027618349,0.028308345,0.031152203,0.034576819,0.034755752,0.040523156,0.044064308,0.054722124,0.062754928,0.068071477,0.074173691,0.075611499,0.07935804,0.078255197,0.082258854,0.073362219,0.057365773,0.056290747,0.038366461,0.034067943,0.025747026,0.016818576,0.01163011,0.005403234,0.004003808,0.00236968,0.00136535,0.000732228,0.000639882,0.000417396,0.000257067,0.000203044,0.000186043,0.000157899,0.000134064
2017,4,0.000685969,0.001850953,0.004493055,0.009497755,0.016624524,0.023044225,0.028158868,0.028874263,0.031737727,0.035150092,0.035336172,0.041090194,0.044629791,0.055235483,0.063240599,0.068506198,0.074534763,0.075923979,0.079576397,0.078405178,0.082313032,0.073385254,0.057400526,0.056256573,0.038368799,0.034038906,0.025717695,0.016799943,0.011611775,0.005399908,0.0039962,0.002364021,0.001361511,0.000730037,0.000637371,0.00041567,0.000255993,0.00020215,0.00018517,0.000157142,0.000133409
2018,4,0.000714211,0.001923581,0.004651213,0.009761169,0.017008899,0.023544364,0.028703296,0.029444325,0.032327383,0.035727068,0.035920363,0.041660365,0.045198093,0.055750169,0.063726603,0.068940222,0.074893778,0.076233723,0.079790619,0.078550329,0.082360943,0.073402409,0.057430874,0.056217289,0.038367951,0.034006682,0.025685869,0.016779686,0.011592254,0.00539609,0.00398817,0.002358098,0.001357513,0.000727759,0.000634778,0.000413889,0.000254884,0.000201228,0.000184272,0.000156363,0.000132735
2019,4,0.000742758,0.001996987,0.004811027,0.010027173,0.017396827,0.024049009,0.029252375,0.030019306,0.032921972,0.036308533,0.036509121,0.042234448,0.045769989,0.056266886,0.06421361,0.069374146,0.075251234,0.076541162,0.080001011,0.078690861,0.082402665,0.07341372,0.057456867,0.056172852,0.03836392,0.033971231,0.025651511,0.016757782,0.011571524,0.005391777,0.003979707,0.002351903,0.001353352,0.000725392,0.000632099,0.00041205,0.000253741,0.000200278,0.000183347,0.000155561,0.000132041
2020,4,0.000771571,0.002071069,0.004972273,0.010295396,0.017787764,0.024557454,0.029805337,0.030598405,0.033520666,0.036893677,0.037101625,0.042811643,0.046344685,0.056784918,0.064700945,0.069807373,0.075606643,0.076845877,0.080207289,0.078826589,0.082438154,0.073419181,0.057478479,0.056123335,0.03835672,0.03393261,0.025614671,0.016734263,0.011549615,0.005386976,0.003970823,0.002345447,0.001349032,0.000722939,0.000629338,0.000410158,0.000252563,0.0001993,0.000182396,0.000154737,0.000131329
2021,4,0.000800768,0.002146133,0.005135622,0.010566954,0.018183337,0.025071813,0.030364481,0.031184027,0.034125952,0.037484931,0.037700335,0.043394347,0.046924566,0.057306413,0.065190629,0.070241695,0.07596147,0.077149125,0.080410301,0.078958067,0.082467544,0.073418806,0.057495789,0.056068522,0.038346315,0.033890652,0.025575194,0.016709028,0.011526434,0.005381666,0.00396148,0.002338701,0.001344537,0.000720389,0.000626483,0.000408203,0.000251347,0.000198291,0.000181415,0.000153888,0.000130595
2022,4,0.000830231,0.002221873,0.005300402,0.01084073,0.01858192,0.025589972,0.030927509,0.031773766,0.034735342,0.038079864,0.038302791,0.043980163,0.047507247,0.057829222,0.065680641,0.070675321,0.07631425,0.077449649,0.080609199,0.07908474,0.0824907,0.073412581,0.057508718,0.056008627,0.038332739,0.033845524,0.025533235,0.01668218,0.011502074,0.005375867,0.003951717,0.002331693,0.001339884,0.000717753,0.000623546,0.000406193,0.000250098,0.000197256,0.000180409,0.000153017,0.000129842
2023,4,0.000859999,0.00229839,0.005466838,0.011117097,0.018984055,0.026112636,0.031495187,0.032368424,0.035349666,0.038679285,0.038909814,0.04456989,0.048093521,0.058354063,0.066171655,0.071108847,0.076665471,0.077747867,0.080804267,0.079206795,0.082507669,0.073400512,0.057517292,0.055943581,0.038315982,0.03379717,0.025488744,0.016653684,0.011476504,0.005369574,0.003941521,0.002324413,0.001335068,0.000715028,0.000620523,0.000404126,0.000248812,0.000196191,0.000179377,0.000152123,0.00012907
2024,4,0.000890031,0.002375579,0.005634697,0.011395669,0.01938918,0.026639076,0.032066723,0.032967172,0.035968067,0.039282361,0.039520557,0.045162707,0.048682576,0.058880208,0.066662992,0.071541677,0.077014652,0.078043375,0.080995242,0.079324071,0.082518438,0.073382627,0.057521509,0.055873482,0.038296073,0.033745662,0.025441785,0.016623582,0.011449763,0.005362795,0.003930907,0.002316873,0.001330095,0.000712217,0.000617419,0.000402005,0.000247494,0.0001951,0.000178319,0.000151207,0.000128279
2025,4,0.000920451,0.002453758,0.005804677,0.011677604,0.01979898,0.027171479,0.032644492,0.033572497,0.036593115,0.039891596,0.040137557,0.045761077,0.049276855,0.059409838,0.067156689,0.071975602,0.077363236,0.078337389,0.081182909,0.079437045,0.082523039,0.073358839,0.057521376,0.05579803,0.038272922,0.033690783,0.025392161,0.016591747,0.011421736,0.005355501,0.003919829,0.002309041,0.001324944,0.000709309,0.00061422,0.000399821,0.000246136,0.000193977,0.000177231,0.000150266,0.000127466
2026,4,0.000951135,0.002532609,0.005976079,0.011961743,0.020211771,0.027707658,0.033226119,0.034181913,0.037222239,0.040504486,0.040758278,0.046362537,0.049873913,0.059940771,0.067650708,0.07240883,0.07770978,0.078628693,0.081366483,0.079545241,0.082521442,0.073329236,0.057516886,0.055717525,0.03824662,0.03363275,0.02534007,0.016558306,0.011392537,0.005347722,0.003908334,0.002300947,0.001319636,0.000706315,0.00061094,0.000397583,0.000244745,0.000192827,0.000176118,0.000149303,0.000126635
2027,4,0.000982124,0.002612238,0.006149137,0.012248473,0.020628113,0.028248342,0.033812396,0.034796248,0.037856298,0.041121864,0.041383566,0.046967908,0.050474566,0.060473736,0.06814573,0.072841958,0.078054765,0.078917691,0.081546226,0.079648818,0.082513656,0.073293787,0.057508041,0.055631868,0.038217136,0.033571492,0.025285446,0.016523218,0.011362128,0.005339447,0.003896405,0.002292583,0.001314164,0.000703232,0.000607573,0.000395287,0.000243318,0.000191648,0.000174978,0.000148318,0.000125784
2028,4,0.001013375,0.002692533,0.006323609,0.012537394,0.021047427,0.028792777,0.034402505,0.035414645,0.038494406,0.041742872,0.042012548,0.047576348,0.051077979,0.061007994,0.068641069,0.073274391,0.07839772,0.079203991,0.081721899,0.079747642,0.082499705,0.073252555,0.057494863,0.055541187,0.038184517,0.033507099,0.025228369,0.016486533,0.011330554,0.00533069,0.00388406,0.002283959,0.001308537,0.000700063,0.000604126,0.000392938,0.000241859,0.000190443,0.000173813,0.00014731,0.000124914
2029,4,0.001045017,0.002773828,0.00650022,0.012829706,0.021471454,0.029343225,0.034998899,0.036039675,0.039139215,0.042370088,0.042647839,0.048190383,0.051686656,0.061545759,0.069138779,0.073707917,0.078740059,0.079488772,0.081894219,0.079842113,0.082479519,0.073205356,0.057477287,0.055445097,0.038148622,0.033439297,0.025168597,0.016448098,0.011297681,0.005321413,0.003871248,0.00227504,0.00130273,0.000696796,0.000600583,0.000390524,0.000240359,0.000189206,0.000172618,0.000146277,0.000124023
2030,4,0.001076922,0.00285579,0.006678244,0.013124208,0.021898452,0.029897423,0.035599125,0.036668767,0.039788074,0.043000933,0.043286825,0.048807487,0.052298093,0.062084816,0.069636806,0.074140747,0.079080368,0.079770855,0.08206247,0.079931831,0.082453168,0.073152373,0.057455378,0.055343982,0.038109593,0.033368361,0.025106373,0.016408065,0.011263643,0.005311653,0.00385802,0.002265862,0.001296767,0.000693444,0.000596959,0.000388057,0.000238827,0.000187942,0.000171397,0.000145223,0.000123113
2031,4,0.001109132,0.002938529,0.006857924,0.013421302,0.022329003,0.030456127,0.036204001,0.037302778,0.040441867,0.043636268,0.043930377,0.049428502,0.052913124,0.062625905,0.070135835,0.074573478,0.079419118,0.080050633,0.082226889,0.080016931,0.082420628,0.073093545,0.057429114,0.055237715,0.038067382,0.033294199,0.025041616,0.016366385,0.011228396,0.005301398,0.003844358,0.002256412,0.00129064,0.000690003,0.000593249,0.000385533,0.000237259,0.000186649,0.00017015,0.000144145,0.000122183
2032,4,0.001141602,0.003021931,0.007039009,0.013720571,0.022762504,0.031018556,0.036812684,0.037940826,0.041099683,0.044275208,0.0445776,0.050052565,0.053530895,0.063168275,0.070635177,0.075005514,0.079755845,0.080327725,0.082387258,0.080097303,0.082381957,0.073028966,0.05739854,0.055126452,0.038022054,0.033216919,0.02497442,0.016323118,0.011191989,0.005290663,0.003830283,0.002246705,0.001284359,0.000686477,0.000589458,0.000382955,0.000235658,0.00018533,0.000168878,0.000143046,0.000121235
2033,4,0.001174468,0.003106342,0.007222251,0.01402326,0.023200759,0.031587049,0.037427702,0.038585559,0.041764254,0.044920405,0.04523118,0.050682266,0.05415397,0.063714175,0.071136899,0.075438642,0.080091941,0.080603273,0.082544234,0.08017327,0.082336983,0.072958356,0.057363522,0.055009723,0.037973415,0.033136196,0.024904503,0.016278081,0.011154271,0.005279402,0.003815736,0.002236699,0.001277896,0.000682851,0.000585571,0.000380313,0.000234017,0.000183978,0.000167575,0.000141921,0.000120265
2034,4,0.001207593,0.003191415,0.007406897,0.014328126,0.023641965,0.032159267,0.038046528,0.039234328,0.042432847,0.045569207,0.045888431,0.051315014,0.054779785,0.064261357,0.071638933,0.075871074,0.080426014,0.080876136,0.08269716,0.080244511,0.082285877,0.072881993,0.057324194,0.054887998,0.037921659,0.033052356,0.024832146,0.016231457,0.011115394,0.005267662,0.003800775,0.002226436,0.001271278,0.000679141,0.000581604,0.000377617,0.000232343,0.0001826,0.000166248,0.000140774,0.000119276
2035,4,0.001241024,0.003277265,0.007593199,0.014635582,0.024086723,0.03273599,0.038670003,0.039888016,0.043106375,0.046222499,0.046550248,0.051951673,0.055409194,0.064810569,0.07214197,0.076303408,0.080758528,0.081146694,0.082846254,0.080311133,0.082228584,0.072799786,0.057280511,0.054761121,0.037866721,0.032965289,0.024757256,0.016183185,0.011075307,0.005255426,0.003785381,0.002215901,0.001264497,0.000675342,0.00057755,0.000374864,0.000230633,0.000181193,0.000164893,0.000139605,0.000118268
2036,4,0.001274714,0.003363774,0.007780897,0.0149452,0.024534413,0.033316414,0.03929726,0.040545713,0.043783898,0.04687937,0.04721571,0.052591359,0.056041324,0.065361052,0.072645314,0.076735046,0.081089029,0.081414578,0.082991321,0.080373053,0.082165193,0.07271186,0.057232542,0.054629276,0.037808683,0.032875124,0.024679941,0.016133335,0.011034068,0.005242713,0.003769576,0.00220511,0.001257561,0.000671458,0.000573416,0.000372058,0.000228891,0.00017976,0.000163514,0.000138414,0.000117242
2037,4,0.001308802,0.0034513,0.00797077,0.015258266,0.024986894,0.033902951,0.039930903,0.04121015,0.04446823,0.047542549,0.04788758,0.053236725,0.056678797,0.065915087,0.073151049,0.077167776,0.08141888,0.081680893,0.083132951,0.080430517,0.08209543,0.072617838,0.05718008,0.054491908,0.037747299,0.032781479,0.024599877,0.016081697,0.010991504,0.005229469,0.003753293,0.002194018,0.001250442,0.000667474,0.000569185,0.000369187,0.000227108,0.000178294,0.000162104,0.000137197,0.000116193
2038,4,0.001343148,0.003539484,0.008162038,0.015573495,0.025442308,0.034493189,0.040568327,0.041878595,0.045156558,0.048209307,0.048563096,0.053885117,0.05731899,0.066470393,0.073657091,0.077599811,0.081746718,0.081944536,0.083270553,0.080483281,0.082019571,0.072518096,0.057123333,0.054349573,0.037682816,0.032684735,0.024517387,0.016028481,0.010947788,0.005215747,0.0037366,0.00218267,0.00124317,0.000663406,0.000564874,0.000366262,0.000225293,0.000176802,0.000160669,0.000135958,0.000115125
2039,4,0.0013778,0.003628446,0.008354962,0.015891314,0.025901273,0.035087932,0.041210402,0.04255196,0.04584982,0.048880555,0.049243178,0.054537421,0.057962778,0.067027729,0.074164135,0.078031746,0.082072997,0.082205873,0.083404324,0.080531425,0.081937523,0.07241251,0.057062231,0.054202085,0.037615151,0.032584764,0.024432364,0.015973617,0.010902862,0.005201531,0.003719473,0.00217105,0.001235733,0.000659248,0.000560476,0.000363281,0.000223442,0.000175281,0.000159207,0.000134697,0.000114038
2040,4,0.001412709,0.003718061,0.008549273,0.016211281,0.026363151,0.035686351,0.041856232,0.043229306,0.04654705,0.049555358,0.04992688,0.055192728,0.058609266,0.067586325,0.074671481,0.078462987,0.082397271,0.08246455,0.083534087,0.080574892,0.081849413,0.072301236,0.056996867,0.054049659,0.037544404,0.032481712,0.024344931,0.015917184,0.01085679,0.00518684,0.003701937,0.002159175,0.001228143,0.000655007,0.000556,0.000360246,0.000221558,0.000173734,0.000157721,0.000133414,0.000112933
2041,4,0.001448019,0.003808703,0.008745777,0.016534725,0.02682986,0.036290932,0.0425085,0.043913447,0.047251144,0.050236518,0.05061704,0.05585376,0.059261136,0.068148495,0.075181229,0.078895319,0.082720878,0.082721632,0.083660372,0.080613854,0.081754862,0.072183802,0.056926963,0.053891652,0.037470276,0.032375146,0.024254719,0.015858945,0.01080938,0.005171612,0.00368392,0.002146996,0.001220369,0.000650664,0.000551424,0.000357146,0.000219634,0.000172154,0.000156203,0.000132105,0.000111806
2042,4,0.001483587,0.003899998,0.008943667,0.016860316,0.027299482,0.03689919,0.043164524,0.044601569,0.047959207,0.050921233,0.051310821,0.056517797,0.059915708,0.068711925,0.075691279,0.079326956,0.08304248,0.082976054,0.08378265,0.08064814,0.081654249,0.072060681,0.056852796,0.053728707,0.037393066,0.032265498,0.024162097,0.015799138,0.010760825,0.00515591,0.003665494,0.002134563,0.001212441,0.000646238,0.000546769,0.000353993,0.000217677,0.000170548,0.000154661,0.000130775,0.00011066
2043,4,0.00151946,0.003992071,0.009143213,0.017188498,0.027772655,0.037511952,0.043825197,0.045294611,0.048672203,0.051610437,0.052009167,0.057185744,0.060573874,0.069277385,0.07620233,0.079758494,0.083362524,0.083228171,0.083901096,0.080677806,0.081547447,0.071931716,0.056774275,0.053560609,0.037312674,0.032152623,0.024066942,0.015737682,0.01071106,0.005139713,0.003646634,0.002121858,0.00120435,0.000641722,0.000542028,0.000350782,0.000215685,0.000168913,0.000153092,0.000129422,0.000109494
2044,4,0.001555588,0.004084793,0.009344136,0.017518814,0.028248721,0.038128366,0.044489601,0.045991607,0.049389141,0.052303172,0.052711109,0.057856675,0.06123472,0.069844094,0.076713678,0.080189338,0.083680571,0.08347764,0.084015556,0.080702821,0.081434616,0.071797095,0.056691516,0.053387601,0.037229218,0.032036685,0.023969389,0.015674666,0.010660156,0.005123044,0.003627369,0.0021089,0.001196106,0.000637123,0.000537208,0.00034752,0.00021366,0.000167252,0.000151498,0.000128047,0.00010831
2045,4,0.001592121,0.00417855,0.009547272,0.017852635,0.028729657,0.038750992,0.045160494,0.046695451,0.050112997,0.053002313,0.053419559,0.058533372,0.061900989,0.070414399,0.077227439,0.080621271,0.083997934,0.083725489,0.084126496,0.08072328,0.081315278,0.07165625,0.056604169,0.053208956,0.037142345,0.031917197,0.023869031,0.015609827,0.0106079,0.005105833,0.003607616,0.002095635,0.001187675,0.000632422,0.000532289,0.00034419,0.000211594,0.000165558,0.000149874,0.000126646,0.000107104
2046,4,0.001628909,0.004272956,0.009751784,0.018188589,0.029213486,0.039377269,0.045835117,0.04740325,0.050840794,0.053704985,0.054131605,0.059213053,0.062569938,0.070985952,0.077741496,0.081052511,0.084313301,0.083970691,0.084233449,0.080739088,0.08118991,0.07150975,0.056512583,0.0530254,0.037052408,0.031794645,0.023766276,0.015543427,0.010554506,0.00508815,0.003587457,0.002082116,0.001179092,0.000627638,0.00052729,0.000340808,0.000209496,0.000163838,0.000148224,0.000125224,0.000105879
2047,4,0.001666003,0.00436814,0.009957952,0.018527134,0.029700867,0.040008051,0.04651439,0.048115968,0.051573524,0.054412146,0.054848216,0.059896645,0.063242482,0.071559537,0.078256555,0.081483651,0.084627109,0.084213587,0.084336572,0.080750276,0.081058354,0.071357404,0.056416643,0.052836692,0.03695929,0.031668867,0.023660988,0.015475379,0.010499902,0.005069972,0.003566865,0.002068326,0.001170346,0.000622764,0.000522206,0.000337369,0.000207362,0.000162089,0.000146548,0.000123779,0.000104635
2048,4,0.00170335,0.004463969,0.010165488,0.018867799,0.030191121,0.04064246,0.047197367,0.048832614,0.052310169,0.055122813,0.055568398,0.060583198,0.063917687,0.072134358,0.078771905,0.081914098,0.084938929,0.084453849,0.084435729,0.08075684,0.080920804,0.071199436,0.056316489,0.052643102,0.036863124,0.031540042,0.023553316,0.015405781,0.010444166,0.005051325,0.003545869,0.002054284,0.001161448,0.000617808,0.000517043,0.000333878,0.000205196,0.000160314,0.000144847,0.000122313,0.000103373
2049,4,0.001741106,0.004560841,0.010375255,0.019211997,0.030686284,0.04128313,0.047886884,0.049556162,0.053053787,0.055839935,0.056295138,0.061275561,0.064598354,0.072712798,0.079289679,0.082345633,0.085250048,0.084692465,0.084531323,0.080758795,0.080776677,0.07103518,0.056211699,0.052443818,0.036763507,0.031407632,0.023442812,0.01533434,0.010387064,0.005032131,0.003524382,0.002039932,0.001152362,0.000612748,0.000511779,0.00033032,0.000202989,0.000158505,0.000143115,0.00012082,0.000102088
2050,4,0.001779115,0.004658358,0.010586389,0.019558314,0.031184321,0.041927426,0.048580107,0.050283638,0.053801318,0.056560563,0.057025448,0.061970886,0.065281682,0.073292476,0.079807744,0.082776474,0.085559179,0.084928446,0.084622953,0.080756126,0.080626556,0.0708653,0.056102694,0.052239652,0.036660843,0.031272176,0.023329924,0.015261349,0.010328831,0.005012467,0.00350249,0.002025329,0.001143124,0.000607606,0.000506437,0.000326709,0.000200749,0.000156671,0.000141358,0.000119306,0.000100784
2051,4,0.00181743,0.004756653,0.010799179,0.019907223,0.031685909,0.042576228,0.049277979,0.051016033,0.054553783,0.05728568,0.057760325,0.062670121,0.065968604,0.073874184,0.080326811,0.083207217,0.085866752,0.085162122,0.084710751,0.080748837,0.080470246,0.070689576,0.055989335,0.052030334,0.036554997,0.031133494,0.023214503,0.015186709,0.010269387,0.004992309,0.003480166,0.002010454,0.001133722,0.000602374,0.000501009,0.000323041,0.000198474,0.000154808,0.000139574,0.000117769,9.94615E-05
2052,4,0.001855996,0.004855589,0.011013328,0.020258236,0.032190352,0.043228632,0.049979529,0.051752328,0.055310136,0.058014279,0.058498746,0.063372297,0.066658167,0.074457118,0.080846162,0.083637267,0.086172345,0.085393176,0.084794605,0.080736948,0.080307976,0.070508261,0.055871786,0.051816162,0.036446122,0.030991784,0.023096713,0.015110528,0.010208819,0.004971683,0.003457439,0.001995328,0.00112417,0.00059706,0.000495503,0.000319322,0.000196167,0.000152919,0.000137767,0.000116211,9.81208E-05
2053,4,0.001894975,0.004955577,0.011229725,0.020612811,0.032699742,0.043887346,0.050687672,0.05249558,0.056073515,0.058749382,0.059243776,0.064080326,0.067353232,0.075043694,0.081367949,0.084068403,0.08647722,0.085622559,0.084874854,0.0807204,0.080139061,0.070320593,0.055749552,0.05159624,0.036333761,0.030846452,0.022976061,0.015032486,0.010146871,0.004950506,0.003434217,0.00197989,0.001114428,0.000591641,0.000489895,0.000315534,0.000193817,0.000150997,0.000135927,0.000114626,9.67567E-05
2054,4,0.001934205,0.005056205,0.011447482,0.020969492,0.033211987,0.044549663,0.051399493,0.053242732,0.056840781,0.059487967,0.059992351,0.064791295,0.068050938,0.075631495,0.081890022,0.084498847,0.086780116,0.08584932,0.084951159,0.080699253,0.079964185,0.070127334,0.055623129,0.051371464,0.03621837,0.030698092,0.02285304,0.014952903,0.010083799,0.004928861,0.003410593,0.001964201,0.001104535,0.000586141,0.000484209,0.000311695,0.000191436,0.000149048,0.000134063,0.00011302,9.53749E-05
2055,4,0.00197374,0.005157611,0.011666894,0.021328763,0.033727783,0.045216484,0.052115964,0.053994804,0.05761298,0.060231041,0.060745492,0.065506175,0.068752239,0.076221327,0.082413096,0.084929192,0.087081453,0.086073775,0.085023633,0.080673487,0.079783121,0.06992823,0.055492351,0.051141535,0.036099797,0.030546506,0.022727486,0.014871672,0.010019516,0.004906722,0.003386535,0.001948241,0.001094479,0.000580551,0.000478438,0.000307799,0.00018902,0.000147071,0.000132172,0.000111391,9.39733E-05
2056,4,0.002013526,0.005259654,0.011887656,0.021690125,0.034246413,0.045886883,0.052836089,0.054750748,0.05838904,0.060977571,0.061502153,0.066223973,0.06945616,0.076812374,0.082936449,0.085358845,0.087380819,0.086295622,0.085092184,0.080643145,0.079596131,0.069723568,0.055357407,0.050906781,0.035978212,0.030391909,0.022599577,0.014788908,0.009954115,0.004884119,0.003362079,0.001932032,0.001084272,0.000574879,0.000472588,0.000303851,0.000186571,0.000145068,0.000130257,0.000109741,9.25541E-05
2057,4,0.002053727,0.005362757,0.012110684,0.022055077,0.034770031,0.046563642,0.053562856,0.055513704,0.059172181,0.061730656,0.062265473,0.066947667,0.070165623,0.077407085,0.08346225,0.085789583,0.08767945,0.086515772,0.085157088,0.080608095,0.079402428,0.069512488,0.05521773,0.05066622,0.035853107,0.030233656,0.022468779,0.014704265,0.009887322,0.004860957,0.003337121,0.001915507,0.001073874,0.000569102,0.000466636,0.000299834,0.00018408,0.000143031,0.00012831,0.000108064,9.11113E-05
2058,4,0.002094178,0.005466497,0.012335063,0.022422121,0.035296483,0.047243978,0.054293276,0.056280533,0.059959181,0.062487197,0.063032313,0.06767428,0.070877707,0.07800301,0.083988329,0.08621963,0.08797611,0.086733312,0.085218069,0.08056847,0.079202799,0.06929585,0.055073887,0.050420834,0.035724989,0.030072392,0.022335626,0.01461809,0.009819411,0.004837333,0.003311764,0.001898733,0.001063326,0.000563244,0.000460607,0.000295766,0.000181558,0.000140969,0.000126339,0.000106366,8.96507E-05
2059,4,0.002134935,0.005571014,0.012561097,0.022791755,0.035826487,0.047928819,0.055028347,0.057052281,0.060751115,0.063248227,0.063803719,0.068404804,0.071593386,0.078600966,0.084515411,0.086649577,0.088271212,0.086948548,0.085275219,0.080524226,0.078996981,0.069073367,0.05492569,0.050170295,0.035593689,0.029907902,0.022199939,0.014530267,0.009750289,0.004813212,0.003285974,0.001881688,0.001052615,0.000557296,0.000454492,0.000291641,0.000179,0.000138877,0.000124341,0.000104646,8.81705E-05
2060,4,0.00217594,0.005676163,0.012788471,0.023163466,0.036359305,0.048617212,0.055767045,0.057827875,0.061546882,0.064012689,0.06457862,0.069138225,0.072311666,0.079200125,0.085042767,0.087078832,0.088564351,0.087161186,0.085328467,0.080475433,0.078785271,0.068845358,0.054773351,0.049914959,0.035459395,0.029740419,0.022061911,0.01444092,0.009680056,0.004788631,0.003259788,0.001864395,0.001041755,0.000551267,0.000448299,0.000287465,0.00017641,0.000136761,0.000122318,0.000102904,8.66728E-05
2014,5,0.001924939,0.00568884,0.013899826,0.026343689,0.043955765,0.06656967,0.077302286,0.078950706,0.079933369,0.080668532,0.086051666,0.093836315,0.098632179,0.100674118,0.103851156,0.107174206,0.102301664,0.096317905,0.086739551,0.075459301,0.070008891,0.059292284,0.049690264,0.039981438,0.030447248,0.025214488,0.018910366,0.011918768,0.006916179,0.004019093,0.002325273,0.001272209,0.000683776,0.000348349,0.000200005,0.000107493,5.19582E-05,3.96199E-05,3.02798E-05,2.29749E-05,0.000018191
2015,5,0.001948631,0.005742441,0.014003772,0.026497889,0.044142545,0.06672212,0.077439744,0.07911146,0.080132962,0.080869111,0.086205387,0.093931007,0.09869986,0.100727772,0.103892864,0.10714872,0.102271746,0.096295223,0.086716451,0.075453407,0.069957456,0.059244783,0.04964072,0.039931508,0.030414775,0.025161454,0.018861432,0.011892248,0.006904507,0.00401227,0.002320029,0.001268599,0.000681413,0.000347094,0.000199198,0.000107091,5.18487E-05,0.000039484,3.01452E-05,2.28673E-05,1.80963E-05
2016,5,0.001972323,0.005796042,0.014107713,0.026652074,0.044329294,0.066874511,0.077577131,0.079272142,0.080332486,0.08106962,0.086359029,0.094025607,0.098767441,0.100781321,0.103934463,0.107123116,0.102241714,0.096272435,0.086693255,0.07544743,0.069905942,0.059197214,0.049591117,0.03988153,0.030382266,0.025108388,0.018812473,0.011865713,0.006892826,0.004005442,0.002314782,0.001264987,0.000679049,0.000345838,0.00019839,0.000106688,5.17391E-05,3.93479E-05,3.00105E-05,2.27596E-05,1.80016E-05
2017,5,0.001996113,0.005849863,0.014212078,0.026806883,0.044516785,0.067027475,0.077715016,0.07943342,0.080532768,0.081270891,0.086513228,0.094120506,0.098835202,0.100834988,0.103976127,0.107097287,0.102211445,0.096249446,0.086669868,0.075441348,0.069854133,0.059149379,0.049541251,0.039831298,0.030349587,0.02505507,0.018763286,0.011839052,0.006881088,0.00399858,0.002309511,0.001261359,0.000676673,0.000344576,0.000197579,0.000106284,0.000051629,3.92113E-05,2.98753E-05,2.26515E-05,1.79065E-05
2018,5,0.002019903,0.005903683,0.014316437,0.026961677,0.044704246,0.067180381,0.077852829,0.079594626,0.080732982,0.081472093,0.086667348,0.094215312,0.098902862,0.100888552,0.104017682,0.107071341,0.102181063,0.096226351,0.086646385,0.075435183,0.069802245,0.059101476,0.049491326,0.039781018,0.030316873,0.02500172,0.018714075,0.011812377,0.006869342,0.003991714,0.002304237,0.001257728,0.000674297,0.000343314,0.000196768,0.000105879,5.15188E-05,3.90746E-05,0.00002974,2.25433E-05,1.78114E-05
2019,5,0.002043726,0.005957575,0.014420934,0.02711667,0.044891933,0.067333439,0.077990762,0.079755984,0.080933403,0.081673502,0.086821601,0.094310155,0.098970515,0.100942085,0.104059186,0.107045242,0.102150526,0.096203119,0.086622774,0.075428928,0.069750205,0.05905344,0.049441276,0.039730621,0.030284077,0.024948265,0.018664772,0.011785649,0.006857572,0.003984833,0.002298952,0.001254091,0.000671917,0.00034205,0.000195955,0.000105474,5.14084E-05,3.89376E-05,2.96045E-05,0.000022435,0.000017716
