year,group,ASFR_14,ASFR_15,ASFR_16,ASFR_17,ASFR_18,ASFR_19,ASFR_20,ASFR_21,ASFR_22,ASFR_23,ASFR_24,ASFR_25,ASFR_26,ASFR_27,ASFR_28,ASFR_29,ASFR_30,ASFR_31,ASFR_32,ASFR_33,ASFR_34,ASFR_35,ASFR_36,ASFR_37,ASFR_38,ASFR_39,ASFR_40,ASFR_41,ASFR_42,ASFR_43,ASFR_44,ASFR_45,ASFR_46,ASFR_47,ASFR_48,ASFR_49,ASFR_50,ASFR_51,ASFR_52,ASFR_53,ASFR_54
2054,2,0.002084162,0.005428335,0.012076381,0.021687365,0.033334841,0.04713253,0.056427564,0.06383926,0.068907169,0.073044372,0.08158463,0.091551111,0.103724452,0.108875643,0.113208648,0.120221538,0.115556088,0.11550335,0.105745561,0.09224771,0.085031202,0.074532014,0.064181147,0.051140353,0.040089885,0.030631103,0.022751418,0.015518159,0.009068794,0.005325783,0.00313522,0.001786337,0.000921069,0.000513731,0.000312765,0.00023359,0.000179559,0.000111628,6.29228E-05,4.00676E-05,2.50511E-05
2055,2,0.002126939,0.005538206,0.012317241,0.022085695,0.033922257,0.047838442,0.057133853,0.064468404,0.069525296,0.073592023,0.08197309,0.091777126,0.103740381,0.10879786,0.113082668,0.119885447,0.115207328,0.115043108,0.105289106,0.091872978,0.084605437,0.074110197,0.063772049,0.050802153,0.039818844,0.030410157,0.022572511,0.015388789,0.00899963,0.005284326,0.003107553,0.001768241,0.000911346,0.000507731,0.000308772,0.000230113,0.000176627,0.000109828,0.000061963,3.94919E-05,2.47186E-05
2056,2,0.002169677,0.005647978,0.012557887,0.022483671,0.034509151,0.048543725,0.057839512,0.065096985,0.070142869,0.074139181,0.082361197,0.09200293,0.103756284,0.108720132,0.112956785,0.119549638,0.114858862,0.114583258,0.10483304,0.091498567,0.084180038,0.073688744,0.063363304,0.050464245,0.039548037,0.030189403,0.02239376,0.015259531,0.008930525,0.005242905,0.003079911,0.001750161,0.000901631,0.000501737,0.000304783,0.000226638,0.000173698,0.000108029,6.10041E-05,3.89166E-05,2.43864E-05
2057,2,0.002212555,0.005758107,0.012799314,0.02288294,0.03509795,0.049251298,0.058547461,0.065727605,0.070762443,0.074688111,0.082750557,0.092229458,0.103772225,0.108642138,0.112830478,0.119212722,0.114509248,0.114121897,0.104375478,0.091122925,0.083753243,0.07326591,0.062953221,0.050125232,0.039276344,0.029967926,0.022214424,0.01512985,0.008861195,0.005201348,0.003052178,0.001732022,0.000891885,0.000495723,0.000300781,0.000223153,0.000170759,0.000106225,0.000060042,3.83395E-05,2.40531E-05
2058,2,0.002255394,0.005868139,0.013040528,0.023281854,0.035686227,0.049958242,0.059254779,0.066357661,0.071381464,0.075236549,0.083139564,0.092455775,0.10378814,0.1085642,0.112704269,0.118876087,0.114159928,0.113660929,0.103918305,0.090747603,0.083326814,0.072843439,0.062543491,0.04978651,0.039004885,0.029746641,0.022035243,0.015000281,0.008791925,0.005159828,0.003024469,0.001713899,0.000882147,0.000489714,0.000296783,0.00021967,0.000167823,0.000104422,5.90808E-05,3.77629E-05,2.37201E-05
2059,2,0.002298255,0.005978224,0.013281859,0.023680963,0.036274791,0.050665531,0.059962441,0.066988021,0.072000782,0.075785249,0.083528753,0.092682193,0.10380405,0.108486209,0.112577983,0.118539271,0.11381042,0.113199718,0.103460893,0.090372084,0.082900164,0.07242075,0.062133551,0.049447615,0.038733287,0.029525242,0.02185597,0.014870647,0.008722619,0.005118286,0.002996746,0.001695766,0.000872404,0.000483702,0.000292782,0.000216186,0.000164885,0.000102618,5.81191E-05,3.71859E-05,0.000023387
2060,2,0.002341077,0.006088212,0.013522976,0.024079717,0.036862831,0.051372188,0.06066947,0.067617816,0.072619544,0.076333456,0.083917589,0.0929084,0.103819934,0.108408274,0.112451796,0.118202737,0.113461208,0.112738901,0.103003872,0.089996885,0.08247388,0.071998425,0.061723965,0.049109013,0.038461924,0.029304036,0.021676854,0.014741125,0.008653373,0.00507678,0.002969047,0.001677649,0.00086267,0.000477695,0.000288785,0.000212705,0.00016195,0.000100815,5.71582E-05,3.66095E-05,2.30541E-05
2014,3,0.001432941,0.002349268,0.007402117,0.014433906,0.028948854,0.044056878,0.067520286,0.086176972,0.09283891,0.105682795,0.116339524,0.121849701,0.13451642,0.139962035,0.144753979,0.150737429,0.150767442,0.147561228,0.141727441,0.125241857,0.125682945,0.111485798,0.094133461,0.087387767,0.065281128,0.055062754,0.043864658,0.031490699,0.018766732,0.010994927,0.007198938,0.004320701,0.002461616,0.001439685,0.00112476,0.000660205,0.000492125,0.000361033,0.000211755,0.000139666,9.33392E-05
2015,3,0.001475395,0.002478701,0.007656047,0.014848632,0.029470597,0.044659037,0.067927073,0.086372576,0.093008426,0.105679448,0.116198476,0.121664935,0.134184031,0.139562451,0.14431703,0.150169819,0.150118273,0.146876726,0.140979503,0.124583211,0.124869645,0.110718571,0.093466536,0.086668621,0.064759656,0.05457938,0.043452043,0.031181233,0.018585297,0.010888145,0.007123218,0.004272704,0.002433205,0.001422457,0.001110438,0.000651748,0.000485658,0.000356233,0.00020897,0.000137849,0.000092136
2016,3,0.001517518,0.002607159,0.007908017,0.015260118,0.029988078,0.045256097,0.068329772,0.086565297,0.093175135,0.105674323,0.116056461,0.121479425,0.133851747,0.139163364,0.143880768,0.149603736,0.149471218,0.146194649,0.140234548,0.123927184,0.124060073,0.109954982,0.09280282,0.085953177,0.064240837,0.054098557,0.043041658,0.030873465,0.018404852,0.010781947,0.007047923,0.004224979,0.002404958,0.001405329,0.001096201,0.00064334,0.000479229,0.000351461,0.000206202,0.000136042,9.09398E-05
2017,3,0.001559484,0.002735173,0.008159066,0.015670059,0.030503431,0.045850518,0.068730039,0.086755928,0.09333972,0.105667393,0.11591289,0.1212924,0.133518193,0.138763123,0.143443386,0.149036839,0.148823605,0.145512179,0.139489497,0.123271066,0.123250886,0.109191877,0.092139573,0.085238481,0.063722527,0.0536183,0.042631811,0.030566124,0.018224653,0.010675894,0.00697274,0.00417733,0.002376757,0.001388231,0.001081989,0.000634948,0.000472812,0.000346699,0.000203438,0.000134239,8.97458E-05
2018,3,0.001601118,0.002862212,0.008408156,0.01607676,0.031014523,0.046439839,0.069126217,0.086943675,0.093501497,0.105658685,0.115768353,0.121104631,0.133184745,0.138363381,0.143006689,0.148471469,0.148178107,0.144832134,0.138747429,0.122617568,0.122445428,0.108432411,0.091479536,0.084527486,0.063206869,0.053140594,0.042224194,0.03026048,0.018045443,0.010570425,0.006897982,0.004129954,0.00234872,0.001371231,0.001067861,0.000626605,0.000466434,0.000341964,0.000200691,0.000132446,8.85589E-05
2019,3,0.00164248,0.002988452,0.008655631,0.016480785,0.031522064,0.047024881,0.069518859,0.087128804,0.093660694,0.10564819,0.115622653,0.120915861,0.132850943,0.137963585,0.142570077,0.147906846,0.147533833,0.144153575,0.138007319,0.121965785,0.121642584,0.107675531,0.090821796,0.08381921,0.062693148,0.052664777,0.041818244,0.02995611,0.017866975,0.010465393,0.006823544,0.004082786,0.002320807,0.001354309,0.001053798,0.0006183,0.000460085,0.000337252,0.000197957,0.000130662,8.73774E-05
2020,3,0.001683512,0.003113723,0.008901156,0.016881583,0.032025364,0.047604847,0.069907431,0.087311065,0.093817097,0.105635925,0.115475993,0.120726351,0.132517248,0.137564287,0.14213415,0.147343746,0.146891668,0.143477432,0.13727018,0.121316613,0.120843454,0.106922275,0.090167252,0.08311462,0.062182069,0.052191501,0.041414516,0.02965343,0.017689493,0.010360941,0.006749528,0.004035889,0.002293056,0.001337485,0.001039819,0.000610046,0.000453774,0.000332568,0.000195239,0.000128888,0.000086203
2021,3,0.001724384,0.003238539,0.009145742,0.017280808,0.032526497,0.048182126,0.070293533,0.087491206,0.093971348,0.105621837,0.115327764,0.120535316,0.132182279,0.137163834,0.141697104,0.146779841,0.146248958,0.142800913,0.136532968,0.120667368,0.120044738,0.106169532,0.089513203,0.082410808,0.06167152,0.051718811,0.041011343,0.029351191,0.017512264,0.01025664,0.006675628,0.00398907,0.002265353,0.001320692,0.001025866,0.000601806,0.000447475,0.000327894,0.000192527,0.000127118,8.50308E-05
2022,3,0.001764926,0.003362385,0.009388377,0.017676807,0.033023387,0.04875433,0.070675565,0.087668479,0.094122805,0.10560598,0.115178575,0.120343542,0.131847417,0.13676388,0.141260744,0.146217459,0.145608356,0.142126811,0.135798728,0.120020733,0.119249736,0.105420413,0.08886235,0.081710683,0.061163612,0.051248662,0.040610392,0.029050642,0.01733602,0.01015292,0.006602151,0.003942523,0.002237813,0.001303998,0.001011997,0.000593617,0.000441215,0.000323247,0.000189831,0.000125358,8.38657E-05
2023,3,0.001805195,0.003485434,0.009629399,0.018070131,0.033516728,0.049322254,0.071054061,0.087843132,0.094271682,0.105588336,0.115028223,0.120150767,0.131512202,0.136363873,0.140824468,0.145655824,0.144968978,0.141454194,0.135066445,0.119375814,0.118457348,0.104673881,0.088213794,0.081013276,0.060657642,0.050780403,0.040211107,0.028751368,0.017160519,0.010049637,0.006528994,0.003896183,0.002210397,0.00128738,0.000998193,0.000585465,0.000434983,0.000318623,0.000187148,0.000123607,8.27061E-05
2024,3,0.001845136,0.003607516,0.009868478,0.018460242,0.034005846,0.049885125,0.071428506,0.088014932,0.09441778,0.105568933,0.114876917,0.119957258,0.131177096,0.135964364,0.140388876,0.145095707,0.144331702,0.140783987,0.134337124,0.118733495,0.117668659,0.103930959,0.087568423,0.08031954,0.060154303,0.050314673,0.039814036,0.028453776,0.016985999,0.009946933,0.006456258,0.003850114,0.002183142,0.001270861,0.000984472,0.000577363,0.00042879,0.000314026,0.00018448,0.000121866,8.15534E-05
2025,3,0.001884914,0.003729136,0.010106601,0.018848751,0.034492758,0.050445263,0.071800443,0.088184584,0.094561698,0.105547686,0.11472403,0.119762213,0.130840712,0.1355637,0.139952167,0.144534794,0.143693894,0.140113418,0.13360775,0.118091123,0.116880413,0.103188578,0.086923571,0.079626612,0.059651516,0.049849551,0.039417537,0.02815664,0.016811741,0.009844384,0.006383642,0.003804125,0.002155937,0.001254374,0.000970778,0.000569277,0.000422609,0.000309439,0.000181819,0.000120129,8.04031E-05
2026,3,0.001924364,0.003849789,0.010342782,0.019234048,0.034975448,0.051000348,0.072168329,0.088351381,0.094702835,0.10552468,0.114570189,0.119566434,0.130504437,0.135163534,0.139516143,0.143975399,0.143058188,0.139445259,0.132881338,0.117451352,0.116095867,0.102449806,0.086281903,0.078937357,0.059151359,0.049386959,0.039023252,0.027861187,0.016638464,0.009742413,0.006311446,0.003758407,0.002128894,0.001237985,0.000957167,0.00056124,0.000416466,0.000304881,0.000179173,0.000118402,7.92598E-05
2027,3,0.001963541,0.003969645,0.010577349,0.01961667,0.035454588,0.051551154,0.072532678,0.08851556,0.094841393,0.105499887,0.114415185,0.119369654,0.130167809,0.134763315,0.139080203,0.143416751,0.142423706,0.138778585,0.132156882,0.116813296,0.115313934,0.101713622,0.085642532,0.078250818,0.05865314,0.048926256,0.038630632,0.027567008,0.016465929,0.009640879,0.006239571,0.003712896,0.002101975,0.001221672,0.000943622,0.000553241,0.000410353,0.000300344,0.000176541,0.000116684,7.81219E-05
2028,3,0.002002391,0.004088539,0.010809983,0.019996095,0.035929524,0.052096931,0.072892997,0.088676899,0.094977185,0.105473345,0.114259234,0.119172146,0.129831292,0.134363595,0.138644947,0.142859618,0.141791319,0.138114312,0.131435378,0.116177832,0.114535688,0.100981033,0.085006333,0.077567938,0.05815754,0.048468074,0.038240217,0.027274505,0.016294372,0.009539922,0.006168114,0.003667654,0.002075217,0.001205458,0.000930159,0.000545292,0.000404278,0.000295835,0.000173924,0.000114976,7.69911E-05
2029,3,0.002041075,0.004206962,0.011041643,0.020373887,0.036402216,0.052639928,0.073250768,0.088836061,0.095110769,0.10544494,0.114101688,0.118973091,0.129493493,0.133962719,0.138208574,0.142301696,0.141158413,0.137449695,0.130713842,0.115542332,0.113757912,0.100249014,0.084370678,0.076885894,0.057662514,0.048010519,0.037850393,0.026982471,0.016123084,0.009439124,0.006096781,0.003622495,0.00204851,0.001189276,0.000916724,0.000537359,0.000398215,0.000291336,0.000171314,0.000113272,7.58625E-05
2030,3,0.002079432,0.004324423,0.011271369,0.020748482,0.036870705,0.053177896,0.073604508,0.088992384,0.095241587,0.105414785,0.113943195,0.118773307,0.129155805,0.133562341,0.137772886,0.141745289,0.140527603,0.136787478,0.129995258,0.114909424,0.112983821,0.09952059,0.083738195,0.076207508,0.057170108,0.047555484,0.037462773,0.026692113,0.015952774,0.009338903,0.006025866,0.003577606,0.002021964,0.001173192,0.000903372,0.000529475,0.00039219,0.000286865,0.000168719,0.000111578,0.000074741
2031,3,0.002117516,0.004441086,0.011499482,0.021120403,0.037335643,0.053711584,0.073954712,0.089146088,0.095369825,0.105382844,0.113783539,0.118572522,0.128817764,0.133161911,0.137337282,0.141189629,0.139898017,0.136126747,0.12927863,0.114278232,0.112212345,0.098794753,0.083108009,0.075531839,0.05667964,0.047102339,0.037076819,0.026403029,0.015783206,0.009239119,0.005955272,0.003532924,0.001995542,0.001157184,0.000890084,0.00052163,0.000386194,0.000282416,0.000166137,0.000109893,0.000073625
2032,3,0.002155276,0.004556792,0.011725671,0.02148914,0.037796398,0.054240266,0.074300904,0.089296966,0.095495312,0.105349162,0.113622942,0.118371015,0.128479836,0.13276198,0.136902361,0.140635479,0.13927052,0.135468409,0.128564942,0.113649622,0.11144454,0.098072497,0.082480982,0.074859812,0.05619178,0.046651702,0.03669306,0.026115615,0.015614611,0.009139909,0.005885095,0.00348851,0.001969281,0.001141275,0.00087688,0.000513833,0.000380236,0.000277995,0.000163571,0.000108218,7.25159E-05
2033,3,0.002192866,0.004672018,0.011950868,0.021856216,0.038254869,0.054766122,0.07464451,0.089445639,0.095618562,0.105313599,0.113460737,0.118167949,0.128140622,0.132360892,0.136466325,0.140080548,0.138642517,0.134809743,0.127851245,0.113020995,0.110677234,0.09735084,0.081854524,0.074188652,0.055704516,0.046201715,0.03630991,0.025828683,0.015446294,0.009040863,0.005815045,0.003444181,0.001943072,0.001125398,0.000863704,0.000506053,0.000374291,0.000273584,0.000161011,0.000106547,7.14092E-05
2034,3,0.002230131,0.004786287,0.01217414,0.02222011,0.038709157,0.055286972,0.074984104,0.089591486,0.09573906,0.105276295,0.113297592,0.117964161,0.127801521,0.131960303,0.136030973,0.139527129,0.138016602,0.134153469,0.127140488,0.112394951,0.1099136,0.096632763,0.081231226,0.073521135,0.05521986,0.045754237,0.035928956,0.025543421,0.015278951,0.008942391,0.005745412,0.00340012,0.001917023,0.001109619,0.00085061,0.000498322,0.000368384,0.000269201,0.000158468,0.000104887,7.03095E-05
2035,3,0.002267122,0.004899758,0.012395799,0.022581329,0.039159895,0.055803542,0.075320162,0.089734715,0.095856979,0.105237205,0.113133284,0.117759371,0.127462066,0.131559662,0.135595705,0.138974456,0.137391912,0.133498681,0.126431688,0.111770622,0.109152579,0.095917274,0.080610224,0.072856336,0.054737142,0.045308649,0.035549667,0.025259432,0.015112349,0.008844356,0.005676099,0.003356267,0.001891098,0.001093917,0.000837582,0.00049063,0.000362507,0.00026484,0.000155936,0.000103234,6.92153E-05
2036,3,0.002303791,0.005012276,0.012615542,0.02293938,0.039606469,0.05631513,0.075652227,0.089875133,0.095972161,0.105196385,0.112968042,0.117553865,0.127122727,0.131159519,0.13516112,0.13842329,0.136769304,0.132846277,0.125725818,0.111148866,0.108395215,0.095205352,0.079992369,0.072195163,0.054257023,0.04486556,0.035172564,0.024977106,0.014946717,0.008746893,0.005607202,0.003312681,0.001865333,0.001078312,0.000824635,0.000482986,0.000356666,0.000260506,0.000153421,0.000101592,0.000068128
2037,3,0.002340287,0.005124305,0.012834275,0.023295739,0.040050719,0.056823844,0.075981667,0.090013316,0.096085077,0.105153662,0.112801179,0.117346789,0.126782098,0.13075822,0.134725421,0.137871351,0.136146204,0.132193561,0.125019959,0.110527112,0.10763838,0.094494056,0.079375109,0.071534888,0.05377752,0.04442314,0.034796089,0.024695277,0.01478137,0.008649598,0.005538435,0.003269182,0.001839622,0.001062741,0.000811718,0.000475359,0.00035084,0.000256183,0.000150912,9.99544E-05,6.70431E-05
2038,3,0.002376459,0.005235381,0.013051093,0.023648931,0.040490806,0.057327576,0.076307115,0.090148688,0.096195255,0.10510921,0.112633382,0.117138996,0.126441584,0.130357419,0.134290405,0.137320919,0.135525185,0.13154323,0.12431703,0.109907931,0.106885201,0.093786327,0.078760996,0.07087824,0.053300615,0.043983219,0.0344218,0.02441511,0.014616993,0.008552876,0.005470083,0.00322595,0.00181407,0.001047267,0.000798883,0.000467781,0.00034505,0.000251888,0.000148419,9.83268E-05,6.59652E-05
2039,3,0.002412359,0.005345659,0.013266298,0.023999448,0.040927342,0.057827029,0.076629027,0.090281442,0.096302854,0.105062971,0.112464422,0.116930201,0.126100717,0.129956566,0.133855473,0.136771233,0.134905391,0.130894385,0.123616057,0.109290466,0.106134637,0.093081186,0.078149179,0.07022431,0.052825648,0.043545188,0.034049177,0.024136217,0.014453358,0.00845659,0.005402052,0.003182926,0.001788642,0.00103187,0.000786113,0.000460242,0.00033929,0.000247614,0.000145939,9.67076E-05,6.48928E-05
2040,3,0.002447936,0.005454989,0.013479596,0.024346812,0.041359735,0.058321523,0.076946966,0.090411399,0.096407731,0.105015012,0.112294534,0.116720695,0.125759966,0.129556212,0.133421223,0.13622305,0.134287672,0.130247916,0.122918003,0.108675563,0.105387715,0.092379597,0.077540496,0.069573992,0.052353269,0.043109645,0.03367873,0.02385898,0.014290688,0.008360874,0.005334434,0.003140167,0.001763374,0.00101657,0.000773425,0.000452751,0.000333568,0.000243368,0.000143474,9.50988E-05,6.38272E-05
2041,3,0.002483338,0.005563821,0.013691866,0.024692456,0.041789765,0.058813095,0.077262241,0.090539092,0.096510313,0.104965131,0.112123013,0.116509609,0.125417922,0.129154701,0.13298586,0.135674103,0.133669474,0.129601151,0.122219983,0.108060683,0.10464135,0.091678663,0.076932433,0.068924601,0.051881527,0.042674793,0.03330893,0.023582253,0.014128312,0.008265332,0.00526695,0.003097498,0.00173816,0.001001304,0.000760766,0.000445277,0.000327859,0.000239133,0.000141016,9.34938E-05,6.27642E-05
2042,3,0.002518418,0.005671705,0.01390223,0.025034946,0.042215651,0.059299709,0.077573543,0.09066399,0.096610172,0.10491353,0.111950564,0.116297811,0.125075995,0.128753689,0.13255118,0.135126659,0.133053352,0.128956763,0.121524882,0.107448365,0.103898627,0.090981282,0.076327505,0.068278822,0.051412373,0.042242429,0.032941306,0.023307182,0.013966902,0.008170358,0.00519988,0.003055095,0.001713106,0.000986136,0.00074819,0.000437852,0.000322187,0.000234925,0.000138574,9.18993E-05,6.17081E-05
2043,3,0.002553225,0.005778791,0.01411098,0.025374761,0.042637986,0.059782044,0.077881309,0.090786268,0.096707452,0.104860142,0.111776952,0.116085012,0.124733715,0.128352625,0.132116584,0.134579961,0.132438453,0.12831386,0.120831737,0.106837763,0.103158518,0.090286487,0.075724873,0.067635761,0.050945156,0.041811955,0.032575349,0.023033384,0.013806233,0.008075822,0.00513313,0.003012899,0.001688175,0.000971043,0.000735678,0.000430465,0.000316545,0.00023074,0.000136144,0.000090313,6.06575E-05
2044,3,0.002587712,0.005884932,0.014317832,0.025711438,0.043056197,0.060259443,0.078185121,0.090905765,0.096802023,0.104805044,0.111602418,0.115871507,0.124391553,0.12795206,0.131682671,0.134034761,0.131825623,0.127673326,0.1201415,0.106229715,0.102422037,0.089595232,0.075125362,0.066996297,0.050480517,0.041383959,0.032211558,0.022761235,0.013646526,0.007981853,0.005066791,0.002970969,0.001663403,0.000956048,0.000723248,0.000423127,0.00031094,0.000226581,0.000133731,8.87372E-05,5.96137E-05
2045,3,0.00262202,0.005990568,0.014523639,0.026046365,0.043472006,0.060733875,0.07848623,0.091022969,0.096894271,0.104748005,0.111426238,0.11565641,0.124048094,0.127550337,0.131247644,0.133488806,0.131212328,0.127032512,0.119451318,0.105621707,0.101686143,0.08890466,0.074526496,0.066357791,0.050016536,0.040956674,0.031848433,0.022489611,0.013487121,0.007888062,0.005000591,0.00292913,0.001638687,0.000941088,0.000710849,0.000415807,0.00030535,0.000222434,0.000131323,8.71653E-05,5.85725E-05
2046,3,0.002656007,0.006095259,0.014727549,0.026378154,0.043883691,0.061203371,0.078783386,0.091137391,0.096983811,0.104689255,0.111249137,0.115440608,0.123704754,0.127149114,0.1308133,0.132944349,0.130601102,0.126394067,0.118764044,0.105016253,0.100953876,0.088217626,0.073930753,0.065722881,0.049555133,0.040531868,0.031487474,0.022219635,0.013328677,0.007794838,0.004934802,0.002887555,0.00161413,0.000926224,0.000698531,0.000408535,0.000299796,0.000218314,0.000128931,8.56038E-05,5.75382E-05
2047,3,0.002689722,0.006199152,0.014929845,0.026707268,0.044291826,0.061668588,0.079077006,0.091249194,0.097070771,0.104628718,0.111070873,0.115223804,0.123361061,0.126747838,0.13037904,0.132400638,0.129991099,0.125757107,0.118078727,0.104412514,0.100224223,0.087533179,0.073337305,0.065090689,0.049095667,0.04010895,0.031128182,0.021950932,0.013170975,0.007702052,0.004869333,0.002846188,0.001589697,0.000911437,0.000686278,0.000401301,0.000294272,0.000214216,0.000126552,8.40506E-05,5.65094E-05
2048,3,0.002723117,0.006302106,0.015130252,0.027033258,0.044695855,0.062128893,0.079366692,0.09135823,0.097155036,0.104566481,0.110891694,0.115006299,0.123017488,0.126347061,0.129945462,0.131858422,0.129383158,0.125122507,0.117396307,0.10381132,0.099498184,0.086852257,0.072746966,0.06446208,0.048638768,0.039688501,0.030771048,0.021683872,0.01301423,0.007609829,0.004804274,0.002805085,0.001565421,0.000896747,0.000674106,0.000394115,0.000288784,0.000210145,0.00012419,8.25077E-05,5.54874E-05
2049,3,0.002756332,0.006404544,0.015329596,0.027357468,0.045097444,0.062586183,0.079653636,0.091464945,0.097236951,0.104502283,0.110710856,0.114787192,0.122672614,0.125945127,0.129510772,0.131315458,0.128774766,0.124487644,0.116713964,0.103210185,0.098772759,0.086172047,0.072157299,0.063834457,0.048182549,0.039268784,0.030414597,0.02141735,0.012857796,0.00751779,0.004739357,0.002764076,0.001541203,0.000882092,0.000661966,0.000386948,0.000283311,0.000206086,0.000121833,8.09688E-05,0.000054468
2050,3,0.002789227,0.006506043,0.015527051,0.027678556,0.045494928,0.063038561,0.079936646,0.091568892,0.097316171,0.104436385,0.110529103,0.114567385,0.122327861,0.125543692,0.129076764,0.130773988,0.128168435,0.123855142,0.116034518,0.102611594,0.098050949,0.085495361,0.071570739,0.063210417,0.047728896,0.038851534,0.030060304,0.021152469,0.012702319,0.007426316,0.004674849,0.002723331,0.001517143,0.000867533,0.000649906,0.000379829,0.000277876,0.000202053,0.000119492,7.94404E-05,5.34555E-05
2051,3,0.002821849,0.006606743,0.015722893,0.027996968,0.045888861,0.06348666,0.080216119,0.09167022,0.097392811,0.104368699,0.110346187,0.114346576,0.121982754,0.125142204,0.12864284,0.130233266,0.127563328,0.123224125,0.115357028,0.102014719,0.097331752,0.084821262,0.070986477,0.062589095,0.047277181,0.038436174,0.029707677,0.020888863,0.012547583,0.007335279,0.004610662,0.002682793,0.001493207,0.000853051,0.000637912,0.000372748,0.000272469,0.000198043,0.000117164,7.79202E-05,5.24485E-05
2052,3,0.002854154,0.006706509,0.015916854,0.028312271,0.046278709,0.063929871,0.080491679,0.091768796,0.097466771,0.104299324,0.110162362,0.114125073,0.121637771,0.124741217,0.128209598,0.129694033,0.126960277,0.122595459,0.114682425,0.101420379,0.096616154,0.084150673,0.07040531,0.06197134,0.046828022,0.038023272,0.029357199,0.02062689,0.012393801,0.007244803,0.004546883,0.002642517,0.001469428,0.000838665,0.000625998,0.000365716,0.0002671,0.00019406,0.000114852,7.64103E-05,5.14483E-05
2053,3,0.002886274,0.00680575,0.016109735,0.028625765,0.046666078,0.064370019,0.080764457,0.091865021,0.097538352,0.104227967,0.109976866,0.113901956,0.121291482,0.124339071,0.127775244,0.12915406,0.126356787,0.121966548,0.11400792,0.100826117,0.0959012,0.083480824,0.06982484,0.061354601,0.046379564,0.037611122,0.029007423,0.020365471,0.012240337,0.007154516,0.004483248,0.002602338,0.001445708,0.000824316,0.000614117,0.000358702,0.000261745,0.000190088,0.000112546,7.49045E-05,5.04507E-05
2054,3,0.002918077,0.006904056,0.016300736,0.028936151,0.047049361,0.06480528,0.081033321,0.091958493,0.097607252,0.10415492,0.109790461,0.113678143,0.120945315,0.123937425,0.127341573,0.128615578,0.125755352,0.121339988,0.113336302,0.100234389,0.095189845,0.082814486,0.069247465,0.060741431,0.045933662,0.037201429,0.028659795,0.020105686,0.012087826,0.007064791,0.004420022,0.002562422,0.001422144,0.000810063,0.000602316,0.000351736,0.000256427,0.000186144,0.000110256,0.000073409,4.94601E-05
2055,3,0.002949606,0.007001565,0.016490124,0.029243861,0.047429093,0.065236261,0.081298649,0.092049346,0.097673573,0.104080085,0.109602893,0.11345333,0.120598796,0.123535725,0.126907985,0.128077843,0.125155141,0.120714913,0.11266664,0.099644378,0.094481104,0.082150734,0.068672387,0.060130977,0.045489698,0.036793626,0.028313834,0.019847175,0.011936057,0.006975503,0.004357116,0.002522713,0.001398705,0.000795886,0.00059058,0.000344808,0.000251138,0.000182221,0.000107978,7.19218E-05,4.84748E-05
2056,3,0.00298082,0.007098142,0.01667764,0.029548477,0.04780476,0.065662378,0.081560082,0.092137461,0.097737228,0.104003571,0.109414422,0.113227827,0.120252401,0.123134527,0.126475078,0.127541594,0.124556979,0.120092183,0.111999854,0.099056891,0.093775948,0.081490478,0.068100393,0.059524076,0.045048279,0.03638827,0.027970012,0.019590291,0.011785237,0.006886774,0.004294616,0.002483265,0.001375423,0.000781805,0.000578925,0.000337928,0.000245886,0.000178326,0.000105717,7.04449E-05,4.74964E-05
2057,3,0.003011846,0.007194186,0.016864058,0.029851255,0.048177907,0.066085385,0.081818694,0.092223196,0.097798475,0.103925055,0.109224267,0.1130007,0.119904697,0.122732169,0.126041061,0.127004613,0.123958392,0.119469222,0.111333187,0.098469502,0.093071464,0.080830992,0.06752912,0.058918222,0.044607582,0.035983688,0.027626911,0.019333974,0.011634744,0.006798239,0.004232265,0.002443916,0.001352201,0.000767761,0.000567302,0.000331067,0.000240649,0.000174442,0.000103462,6.89722E-05,4.65207E-05
2058,3,0.003042556,0.0072893,0.017048604,0.030150939,0.048546989,0.066503527,0.082073412,0.092306193,0.097857056,0.103844859,0.10903321,0.112772883,0.119557118,0.122330311,0.125607725,0.126469118,0.123361853,0.118848605,0.110669396,0.097884638,0.092370565,0.080175001,0.06696093,0.058315921,0.044169431,0.035581553,0.027285948,0.019079284,0.0114852,0.006710263,0.00417032,0.002404828,0.001329134,0.000753813,0.00055576,0.000324254,0.000235449,0.000170586,0.000101222,6.75098E-05,4.55518E-05
2059,3,0.003072994,0.007383616,0.017231538,0.030447948,0.048912521,0.06691739,0.082324594,0.092386571,0.097913057,0.103762876,0.10884099,0.112544064,0.119209185,0.121928401,0.125174473,0.12593437,0.122766538,0.118229473,0.110007562,0.09730149,0.09167228,0.079521597,0.066395037,0.057716337,0.043733217,0.035181307,0.026946652,0.018825868,0.011336398,0.006622725,0.004108696,0.002365948,0.001306193,0.000739941,0.000544282,0.000317479,0.000230278,0.000166751,9.89956E-05,6.60556E-05,4.45883E-05
